Measure:volume	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	MaskVol	EstimatedTotalIntraCranialVol
sub-0134	2913.8	3303.2	7332.0	2768.0	531.1	5791.6	10952.6	5731.3	3335.9	9480.9	5987.4	5517.4	4000.3	5654.8	1363.7	4235.6	3319.4	687.6	2687.9	3065.3	6265.6	3870.7	12359.7	9184.5	2202.6	12248.1	16933.8	12709.5	7509.4	7508.1	225.0	475.9	911.3	8885.4	3149.1	3358.9	6465.7	2780.9	562.4	5791.5	10712.1	5490.2	2555.0	10288.0	6143.5	5973.8	2964.1	5539.6	1348.0	4079.9	3349.7	1022.9	2802.8	3463.9	7775.0	4332.9	11850.1	8509.2	2435.5	12114.4	17770.9	11024.1	6651.0	9430.7	339.6	555.4	563.2	9172.8	28874.1	27793.2	218191.169454	219607.128083	437798.297537	1440747.0	1328781.652489
sub-0135	3376.2	2390.8	5693.1	2555.1	752.5	5487.9	10433.3	4953.2	3373.5	9831.6	6290.1	4636.7	3558.0	5925.5	1359.7	3290.6	3710.8	868.0	2311.4	2969.0	5899.1	3736.1	11012.5	8963.3	2096.3	10870.7	16185.5	11275.6	8378.2	8297.3	275.3	451.4	619.2	8873.9	2974.8	1977.6	5744.4	2462.3	742.5	5551.9	11605.7	5580.8	2905.5	8634.6	6273.1	5670.1	3203.6	6876.3	1379.8	3830.6	3516.6	901.9	3249.8	3290.7	6506.8	3943.0	13274.1	8197.2	1644.4	10546.8	15284.4	11190.0	6928.4	7774.7	289.4	507.9	435.4	9399.9	23435.5	23832.4	203851.658298	206507.017436	410358.675734	1394572.0	1211561.579842
sub-0136	2740.5	2423.8	6702.3	2183.9	674.7	6054.5	9283.6	6443.3	3246.1	8326.9	6194.7	4013.7	3515.9	5252.8	1157.7	2996.6	3248.9	886.6	3097.0	2314.0	6301.5	3854.0	11645.0	8097.4	1970.7	10107.6	16327.8	10570.6	8005.5	9789.8	315.5	556.7	764.8	8631.7	2862.1	2793.2	6101.7	2154.2	656.6	5342.6	12295.7	6233.6	3010.2	8752.4	6318.8	5643.4	3136.4	5726.6	1577.3	3924.4	2940.3	1047.4	3144.0	2285.1	6607.3	3899.7	12374.8	8546.3	2218.2	10470.2	15405.1	9633.7	5932.1	8078.7	284.1	522.2	768.8	9477.8	23775.0	24098.5	203289.283158	204631.489488	407920.772646	1327206.0	1270118.732709
sub-0137	3441.1	2843.9	6597.5	2321.8	787.4	6378.6	12424.4	6629.4	4024.9	9654.2	7365.7	5350.5	3426.9	5358.8	1506.6	4246.3	2951.5	1192.9	2559.9	3334.6	6217.0	4372.3	11423.7	10046.5	2775.9	11980.7	21006.3	11507.9	7273.2	8599.3	249.6	603.5	646.3	10521.9	2830.7	2738.5	5742.1	2425.3	562.3	6233.9	12452.8	6559.9	3389.5	10174.2	7219.5	6343.9	3927.9	6910.5	1693.1	5023.0	2991.5	1445.8	2685.5	3143.6	5912.2	4411.8	12816.8	10131.8	1810.7	13126.2	18659.2	11431.4	5155.0	7072.9	436.6	647.4	369.6	10815.1	25286.6	27802.6	226461.281585	226149.046227	452610.327812	1552845.0	1528498.946679
sub-0138	3222.0	3143.4	6798.6	2622.1	931.6	6479.7	9191.4	7299.6	3463.8	8777.9	6612.1	4941.9	3030.2	5236.3	1867.2	3345.2	3106.0	956.8	3086.3	2878.7	7531.5	4201.0	14217.9	9584.2	2635.1	12545.4	16266.7	10628.9	7450.6	8507.7	261.2	637.0	572.1	9570.1	2442.6	2380.4	6019.1	2910.1	696.0	6989.0	10428.9	6349.4	3485.0	9342.5	6445.9	4556.7	3380.6	5871.9	1488.0	4591.8	3808.1	1107.9	3246.8	2849.5	7433.8	4014.0	13613.7	10010.6	1898.7	12338.9	16211.3	10722.3	6435.2	9060.6	291.9	634.1	448.1	9443.4	26956.8	27864.6	218216.418481	219512.852986	437729.271467	1465032.0	1332201.738154
sub-0139	2521.3	2572.5	5644.6	2913.7	877.8	5517.6	9147.6	5282.2	3670.0	7932.1	5720.0	6565.5	3032.1	4458.4	1455.7	3681.4	3535.2	884.6	3254.0	4542.8	6127.1	3536.9	10963.1	8613.1	2408.5	11303.3	16581.3	11073.1	6162.5	6388.0	249.4	589.0	991.7	8788.9	3267.9	2923.4	4474.3	2982.6	628.0	4816.4	9517.9	5302.5	3398.4	8071.5	7016.7	6737.3	3319.4	4807.6	1331.0	4230.5	3154.6	1090.1	3513.4	4832.3	5562.7	3445.7	12943.1	9141.7	1382.1	9949.0	14928.5	10888.8	5633.8	5814.8	293.7	583.7	624.4	8750.1	25704.4	25249.2	201769.576697	201558.530408	403328.107105	1369601.0	1273293.645814
sub-0140	3174.9	3314.2	7083.5	2830.5	742.4	5205.7	9421.2	6951.2	4339.1	10830.4	6072.2	5271.8	3516.9	5780.2	1200.9	4182.8	2998.3	804.3	2735.9	3528.4	7510.0	4384.0	13447.8	9794.7	2407.8	11652.8	17245.9	14080.4	7417.8	7770.1	256.0	644.9	680.5	9294.5	3794.5	2963.9	6240.5	2951.2	764.0	4991.5	12002.8	6144.4	3416.7	9322.3	6555.4	6055.9	3427.3	5548.5	1598.9	4927.1	2971.2	1207.5	2751.2	3537.6	7577.4	4519.1	13572.8	9966.3	1571.5	12612.7	16871.2	13193.8	6366.8	7737.6	419.3	596.3	565.3	9077.5	31583.0	28408.8	227921.335595	225834.402819	453755.738413	1454866.0	1309036.588567
sub-0141	3461.5	2303.3	8098.6	2565.9	1103.5	7069.6	10254.0	7536.6	4073.2	9711.7	7573.0	5166.3	4026.8	5936.3	1433.6	3333.3	3580.7	1025.4	3249.5	3607.9	6251.3	4274.2	13442.7	9112.7	2700.5	12842.1	18229.9	12754.9	8015.5	9112.9	308.5	574.5	833.6	9271.5	2702.3	3004.7	5769.7	2296.1	926.4	6711.4	10086.3	6734.6	3221.4	11191.0	8511.8	5257.4	4678.2	6875.1	1492.5	4913.7	3549.2	1472.1	3231.2	3222.0	6626.3	4412.6	12860.6	8755.6	1936.0	14455.8	17740.0	12377.1	6747.8	7923.0	277.5	608.0	681.3	9506.2	30831.9	33457.6	237043.691945	234692.243079	471735.935024	1601347.0	1568906.612169
sub-0142	2659.6	2643.2	6913.6	2317.3	937.4	6216.6	9621.3	5802.7	3019.3	9410.2	6595.8	5016.4	3647.5	6034.1	1475.3	3382.1	3789.0	830.5	3001.1	3189.6	7108.7	3984.4	12297.4	10367.5	2835.5	12319.0	16475.1	10306.8	6579.0	8286.2	330.4	631.0	628.1	8633.8	2199.0	2483.9	5708.8	2462.6	810.5	6311.6	9142.9	5303.7	3455.4	10971.9	6739.3	5388.0	3740.4	6506.8	1315.7	4068.0	2942.2	1066.6	2597.4	3534.7	8401.5	3516.1	12219.3	10323.9	2228.0	13779.8	15881.1	9391.8	5403.9	7361.0	345.4	585.3	480.7	9104.0	25442.3	26127.2	213230.051791	213585.421062	426815.472853	1439330.0	1419047.042238
sub-0143	2540.3	2678.5	6191.0	2982.3	919.5	6626.9	8778.6	6846.7	4031.1	10817.6	6997.3	6832.9	3754.1	6029.9	1493.5	3217.0	4045.6	908.1	3154.9	3972.2	6745.5	3783.8	12647.0	8530.6	2562.3	12133.8	16039.4	10404.7	7748.6	7506.1	310.8	619.1	599.6	9550.6	3236.6	2678.3	5425.9	2678.6	753.6	6112.7	12238.6	5607.3	3478.0	11872.6	7158.6	6663.6	3899.0	5675.8	1392.3	3685.4	2923.4	1276.7	4134.1	3395.3	6713.7	4353.8	11638.7	9732.6	1611.3	14210.2	16474.0	10133.8	6038.5	7666.0	427.2	633.9	436.7	8276.1	30369.4	30330.9	222282.708044	224435.023077	446717.731122	1479626.0	1261795.146594
sub-0144	3192.8	3137.5	5801.0	2485.7	841.4	7296.9	11788.8	6622.7	3455.8	8471.2	6992.0	6266.3	3487.0	5196.4	1931.9	3139.7	3040.2	922.3	3332.6	2962.8	6069.5	5058.0	12608.8	9502.8	2930.2	10869.7	18195.5	12492.5	8646.9	7420.4	330.5	742.1	674.7	10160.2	2180.8	2547.3	5011.4	2541.3	982.8	6544.6	13732.1	5513.4	3113.6	10876.7	7000.3	5514.1	3450.1	6945.2	1695.2	4808.5	2392.8	1504.8	3530.3	2945.1	6341.1	4571.9	12673.2	10260.6	2039.5	12681.1	19258.5	10087.5	6809.6	8642.8	397.0	730.7	413.8	10192.8	26509.2	28718.5	222721.131734	226857.382465	449578.514199	1523864.0	1377598.763074
sub-0145	2232.0	2461.8	5131.0	2290.5	557.7	5619.0	9473.1	6053.3	3575.8	9785.5	6425.5	5482.9	3226.4	4723.1	1427.3	3746.6	3635.7	1018.7	3468.9	3014.4	5472.0	4113.0	10988.5	6618.2	2311.7	12420.9	16521.4	10878.3	7437.9	6552.1	257.9	511.4	773.3	8856.4	2264.8	2106.0	5405.8	2144.0	527.7	5645.7	10789.0	5402.9	3476.4	8945.6	7509.5	5770.9	3268.5	5854.1	1678.8	4735.4	3112.0	1475.7	2938.3	3218.7	5999.0	4073.4	11917.7	6879.5	1584.4	11810.7	15673.9	10206.8	5693.8	6474.4	364.6	513.5	811.4	8270.8	24850.4	25201.5	202755.176827	203107.15781	405862.334636	1328817.0	1181004.283169
sub-0146	3767.8	2640.1	6572.9	3039.5	665.9	8081.7	12127.0	8801.2	4655.7	10498.3	7051.6	5969.8	3828.9	7994.0	1698.6	4246.8	4760.1	1173.8	3757.0	4289.9	8768.3	4724.0	12773.5	11216.1	3029.6	16172.4	19167.1	14403.4	8010.9	9764.2	276.8	586.9	927.4	12271.3	3504.4	2571.7	6209.9	3851.7	699.5	7275.1	11469.4	8167.9	3760.7	10584.8	7484.7	6571.4	4512.1	7715.3	1516.6	5599.6	4166.4	1404.9	4017.7	4377.9	7207.9	4723.4	13049.7	11738.0	2468.1	15712.6	18479.3	14788.4	7238.0	9298.6	491.8	956.2	906.5	12171.7	31730.2	30509.1	259863.408702	255852.314082	515715.722784	1648690.0	1713343.66495
sub-0147	2453.6	3356.9	7148.1	2873.9	1196.8	6336.5	8619.0	6684.3	3749.8	10026.7	7182.9	5331.9	3594.4	4727.4	1491.3	3793.0	3738.5	968.2	3483.9	3019.9	6689.4	4824.2	13944.9	9482.5	2910.8	11080.6	17269.4	10380.7	8484.7	8101.6	306.6	576.8	826.0	9876.9	2156.0	2640.2	5695.3	2255.6	1078.0	6200.6	10255.8	5881.4	3297.2	10911.1	7937.3	5190.1	3594.9	5737.5	1328.2	4950.2	3217.7	1057.5	3400.4	2595.7	6436.9	4682.6	13871.5	9206.1	2161.7	13912.1	16546.2	11955.3	7190.8	8249.8	483.3	772.9	646.6	9615.1	29460.2	29901.3	224140.921583	226412.016254	450552.937837	1429622.0	1526747.497947
sub-0148	3283.6	2922.8	6099.5	3619.8	805.7	6937.0	10254.0	6734.9	4106.8	12133.0	7379.8	5996.0	3049.2	6294.1	1580.5	4494.4	4259.7	1155.6	3512.9	4240.7	8390.9	5846.6	13707.8	9218.1	2961.4	15145.7	17785.1	12186.1	8774.8	10106.9	240.9	683.6	792.7	10763.7	2539.2	3209.6	6339.5	3458.5	864.2	7214.7	11973.7	7059.0	3662.7	12360.2	8081.1	5772.4	3903.5	6868.6	1485.2	5657.9	3602.0	1563.5	3432.4	4749.9	8811.5	4705.5	13333.1	9531.4	2022.8	13732.5	19306.1	11213.9	6913.9	9345.5	310.5	688.0	486.4	10471.3	34768.9	36788.2	252318.729071	252788.518989	505107.248059	1562100.0	1649087.282336
sub-0149	2683.3	2998.5	8359.2	4038.2	1253.6	7056.4	9966.4	6469.4	4412.6	11673.0	7057.0	6602.4	3419.1	6221.5	1961.9	4232.6	3612.1	1076.7	3696.0	4377.5	7907.5	4828.1	15353.9	10156.7	2697.1	14666.1	21805.7	14310.1	9190.1	10642.2	461.5	680.0	766.6	9816.8	2900.4	2919.5	6544.6	3708.8	1082.6	6170.8	14919.2	5935.3	4138.1	12198.4	7844.5	6246.1	4480.9	7307.3	1797.5	4815.8	3907.1	1510.1	3176.2	4140.2	7390.4	4870.1	15089.8	10704.9	2221.3	17176.7	22037.5	13091.3	6912.2	7480.0	278.5	738.2	844.8	9654.3	39960.1	39064.4	264614.461418	264319.118444	528933.579862	1670032.0	1564750.661083
sub-0150	2738.1	3325.7	7538.2	2496.0	1051.9	6644.8	11023.8	7670.7	4350.8	9644.6	7540.6	4846.1	3851.7	5955.3	1697.7	3634.7	3374.7	854.5	3170.6	3336.4	6793.8	4631.5	13218.8	8689.5	3201.9	12847.9	21084.1	11287.7	8246.2	8839.0	275.6	616.3	811.7	9950.2	2843.7	3708.4	5629.5	2709.8	1020.2	6783.0	10160.4	7230.7	3803.6	10685.0	8265.0	5198.8	4092.1	6814.9	1449.8	4313.6	3515.4	1273.3	3408.8	2978.2	6925.8	4663.0	13744.4	9989.8	1807.1	15600.4	19467.1	10107.7	6938.1	7885.5	357.1	711.7	699.1	9347.6	35530.7	35490.5	241844.70875	241216.478884	483061.187633	1522303.0	1438480.083057
sub-0151	3846.1	3285.7	8007.2	3178.6	1174.0	7232.3	12266.5	6800.4	4713.4	12054.1	7773.9	6712.4	3612.8	6961.4	1425.7	4341.8	3504.8	1162.3	3332.2	4368.0	7668.1	4892.7	15350.2	9086.7	3484.1	12820.1	22404.7	11822.3	6666.3	6973.1	311.3	699.3	832.7	10690.7	3991.3	3328.3	6512.2	3236.2	863.9	6704.0	14860.5	6065.8	4064.8	10129.1	8114.9	7291.0	4181.0	6607.1	1437.2	5133.3	2913.1	1672.6	3065.2	4367.1	7724.2	5110.1	13299.3	10554.9	2429.7	18458.2	21083.6	12546.6	6872.8	7771.9	401.2	680.9	678.3	9496.8	28731.1	28906.6	248688.702773	252399.392244	501088.095017	1580309.0	1676268.454142
sub-0152	3865.3	2792.9	6296.1	2613.1	1182.9	7350.4	12069.6	7082.8	3427.5	11089.3	7351.9	5602.1	4295.1	6642.0	1452.9	4097.8	4240.1	1716.8	3174.4	3679.3	8487.2	4792.3	13829.9	9816.9	2129.8	13023.8	17785.5	11315.5	7238.7	8166.7	233.5	581.3	792.0	11035.4	3270.2	3023.8	5990.0	2964.2	614.3	6960.8	10832.5	6378.8	3240.4	11618.9	6657.3	6477.5	3807.5	6936.2	1571.5	5488.9	4355.1	1402.3	4114.4	3819.3	8209.3	4273.9	13834.4	9852.5	1997.7	13032.4	17715.1	9845.3	7490.3	10181.9	395.3	477.4	516.4	10435.2	28792.7	30084.9	239908.920416	237307.445942	477216.366357	1553627.0	1394407.333189
sub-0153	2716.5	2963.1	7993.1	3307.8	662.5	7033.3	8899.2	6020.6	3610.3	11923.2	6302.9	4917.5	4111.9	5781.5	1491.9	4517.3	2794.0	1102.1	3258.4	3489.2	6845.3	4781.2	14284.9	11011.1	2298.9	13013.7	20721.9	14601.1	8806.6	10253.4	285.3	460.2	714.9	10086.5	2567.3	2597.0	8492.0	2727.8	590.4	6379.7	11103.4	5933.7	3415.3	12910.4	7542.8	5807.7	4013.1	6541.0	1265.2	4462.2	3534.1	1227.5	3207.7	3680.0	7090.6	4436.8	11165.8	10808.7	2112.2	15937.1	20167.4	14105.7	6846.9	9386.2	379.4	640.8	646.1	9346.5	33700.5	35601.1	246621.41901	247003.347027	493624.766037	1513294.0	1611229.257359
sub-0154	2185.4	2796.3	6049.4	2385.8	952.0	7952.8	9987.6	6493.4	4220.4	12005.0	8125.6	4859.6	4891.7	5930.2	1643.1	3508.7	3963.3	1055.7	4271.0	2964.7	7460.7	4593.1	13669.2	11005.5	2704.8	15314.1	21164.3	13531.9	10079.5	9777.9	276.8	661.5	893.0	12044.1	2066.1	3555.4	5130.2	2895.9	850.1	6918.7	9142.2	6772.8	3825.5	11699.1	7977.7	6274.1	4153.2	6964.1	1602.9	5584.8	3538.3	1597.0	4353.2	3808.2	6805.7	5036.8	14155.7	9714.0	1883.7	15211.6	19878.8	13718.9	8662.0	9928.3	314.2	637.8	662.6	11757.8	31240.6	31636.3	251120.783073	249355.266775	500476.049848	1632602.0	1409137.408525
sub-0155	2529.2	2194.2	5761.6	2064.1	820.8	5441.5	8715.4	5267.2	3156.3	9361.9	5735.5	4747.2	2286.4	4438.2	1262.9	3358.2	3372.0	862.2	2807.0	2362.6	6184.1	4207.9	11641.8	7828.3	2373.3	9188.1	13770.7	10262.9	6084.4	5863.1	153.8	427.5	688.6	7623.7	2796.4	2378.2	4974.7	1962.6	592.9	4762.1	10327.6	4838.5	2793.7	9706.8	5781.0	5223.7	2777.6	4805.8	1319.5	3901.5	2808.6	1158.5	3101.8	2812.4	6139.1	3583.3	10871.4	6597.4	1710.3	12496.5	12887.1	8761.6	5479.6	6427.9	251.1	517.3	558.4	8292.5	24305.6	23774.5	188875.622454	188845.83033	377721.452784	1263359.0	1049766.083289
sub-0156	1945.9	3903.5	6299.3	2651.1	929.2	6514.0	11976.1	6381.4	4318.2	9123.8	6987.4	5965.5	2990.0	6077.2	1441.0	4173.7	3328.3	909.6	3269.1	3516.3	8112.4	5887.6	12279.5	10454.6	2773.6	13581.9	18393.0	12639.9	8349.3	10220.5	305.1	754.1	925.9	11109.8	2359.8	3039.3	6755.9	2951.2	775.9	5877.5	12682.0	6162.4	3761.9	9853.6	6827.3	5972.0	3745.2	7113.5	1475.3	4831.8	2913.3	1217.0	3516.6	3870.6	7573.9	4796.3	11833.9	11455.4	2147.9	13966.2	19347.0	12142.4	6317.9	9269.9	490.5	707.7	807.3	10607.3	28585.1	26018.9	235837.291068	234374.161274	470211.452342	1626977.0	1432755.508625
sub-0157	2620.9	3141.7	6282.4	2703.2	1090.7	5559.7	9430.2	5381.4	3813.8	8854.3	6819.4	4721.6	3534.0	4939.4	1517.1	4042.6	3952.8	956.4	3562.9	2758.5	6869.9	4237.0	13427.4	9416.9	2583.0	14358.5	19541.3	11680.2	7752.9	7839.2	254.0	567.2	571.0	10513.8	1993.1	2448.5	6631.0	3039.5	829.2	5813.0	9372.3	6722.1	3647.0	10603.6	7034.1	6092.7	4706.5	6363.1	1392.1	5348.5	3119.2	1377.6	3101.5	3094.5	6940.9	4164.5	14113.5	10694.8	1886.0	14920.4	19290.8	10813.3	6366.6	9404.9	298.1	633.2	757.3	10402.3	27019.6	38922.8	223396.580803	242322.798392	465719.379195	1537366.0	1729902.861085
sub-0158	2943.2	3357.4	7440.2	2374.2	1150.5	7449.9	11937.4	7480.0	4058.9	11412.6	7868.8	6068.1	3750.3	8339.9	1913.8	4678.2	4298.1	1212.8	3447.9	3155.2	7106.9	4720.9	12627.8	10685.9	3519.0	15028.9	22611.9	13262.4	7648.0	9779.0	366.3	563.6	777.3	9749.0	3347.9	3521.4	5966.6	2421.5	1185.9	7215.6	14141.5	7496.4	3590.5	11555.9	9647.9	6097.0	4296.1	8502.3	1898.1	4973.0	3238.6	1549.4	4013.5	3058.1	6514.1	4386.4	14393.7	11492.6	2845.0	16973.7	20695.9	11774.4	7745.9	6838.3	582.7	533.2	793.8	8700.1	31445.7	32240.7	254021.437201	254636.490221	508657.927422	1677231.0	1603684.471626
sub-0159	2814.8	2371.2	6227.1	2361.2	666.7	5166.3	9025.5	6704.8	3981.1	10379.5	6352.4	5116.4	3215.2	5198.4	1292.3	3557.5	2763.3	849.9	2773.4	3293.9	7472.3	4654.1	11778.3	8815.9	2449.5	11851.1	16819.3	8820.6	7381.5	8118.5	281.7	742.6	896.6	10008.4	2570.8	2311.0	4897.6	2450.9	868.3	4762.0	11108.0	5960.0	3438.0	11518.0	6411.7	6055.7	3601.5	6297.4	1267.3	4399.9	3091.3	1172.6	3640.7	3535.8	6173.0	4018.8	10692.3	8034.7	2039.1	13506.0	17800.4	9401.1	5450.6	6934.8	381.9	732.9	661.7	9754.5	21151.4	21577.2	205956.448401	207083.598428	413040.046828	1387436.0	1219311.015304
sub-0160	2594.5	2284.7	5228.0	2805.8	1261.1	6782.6	9923.9	5640.5	3570.3	10550.0	6697.0	5571.3	3569.0	5345.2	1556.8	3345.3	3049.0	1194.5	2739.5	3269.5	5688.6	3425.4	12480.7	8008.4	2243.7	12141.6	17481.3	10313.8	6885.6	6397.7	233.4	574.7	691.3	9170.7	2488.0	2555.9	5523.1	2960.4	806.4	5796.0	10084.6	5989.5	3106.7	11162.7	7444.4	6795.8	3411.8	6563.4	1267.7	4415.1	2917.1	1300.6	3449.3	3989.5	6004.6	4061.6	11998.9	7950.5	2026.0	12489.2	15611.0	8808.8	5572.3	5933.4	301.2	570.4	534.8	8904.4	26516.7	25731.0	209171.685265	210094.528478	419266.213743	1431959.0	1253010.735341
sub-0161	3836.7	3456.0	6477.7	2698.8	592.6	6649.9	11368.0	8364.5	4117.5	9978.2	6688.1	5944.3	3221.5	5892.1	1406.9	4295.7	3599.8	881.4	2855.1	2717.1	7083.2	5444.3	12893.4	11166.9	2315.9	12474.1	16905.1	14054.0	8044.1	7834.1	309.2	771.7	671.9	11489.9	3280.7	2907.2	5683.3	2608.5	563.6	6692.2	9957.0	7318.0	3873.4	13522.7	7502.8	5778.9	4004.2	6445.1	1514.7	4831.8	2945.8	1360.2	2785.9	3329.7	7657.3	4247.8	13637.8	10864.6	2044.7	15108.0	15080.9	12845.2	7207.8	8665.4	307.5	751.8	536.9	10968.0	24453.4	25844.9	230785.123625	232674.833917	463459.957542	1583908.0	1678825.014059
sub-0162	2675.5	3023.3	7755.7	2880.9	1295.8	6938.6	13047.7	7809.9	4041.5	12181.9	7718.1	6009.0	4224.6	6669.6	1535.5	3702.9	2919.8	1323.0	3506.4	4272.4	8118.4	5143.2	13898.6	9886.1	2883.2	16768.7	20831.1	13706.9	8616.0	9498.9	354.2	674.3	832.3	10296.7	3768.6	3557.1	5732.3	3564.7	1009.7	6182.4	12980.5	7458.0	3134.3	11725.7	8793.3	7008.2	3586.0	7912.8	1526.4	4167.9	3887.0	1456.3	3387.8	4621.2	6863.6	5675.3	12524.8	9708.1	2235.1	17173.6	20729.6	14647.8	6554.5	9389.4	543.9	769.1	741.4	8858.5	35794.0	35510.1	261259.354938	258694.788986	519954.143924	1654944.0	1593923.271011
sub-0163	3732.1	3662.8	6046.8	2394.8	1139.2	7529.6	8382.2	7938.0	3448.2	9259.3	6703.5	5494.9	3046.2	6062.5	1557.6	4275.6	2820.9	743.1	2687.3	2639.3	8164.4	4574.8	12930.4	10610.2	2262.7	11972.1	18677.8	12616.0	8342.4	10122.6	311.0	690.2	872.3	11512.4	2570.1	2835.8	5704.3	2756.4	1016.3	7786.6	12081.7	6693.5	3191.9	10497.6	7321.4	5272.1	4140.0	7774.3	1706.3	4751.4	2545.4	1067.1	2600.8	3118.3	7062.0	4118.9	12719.6	12192.1	2198.1	14338.3	17881.5	11719.4	7303.0	8278.6	387.1	766.4	608.9	10398.9	33472.8	33613.8	238288.18583	239752.584785	478040.770615	1494149.0	1344675.479312
sub-0164	2246.1	2564.2	6783.3	2958.8	1199.8	6890.7	9953.9	6505.1	4431.4	10548.7	6800.9	6460.0	3499.6	6293.3	1996.5	3545.6	2784.5	1071.8	3122.4	4058.9	8194.9	5134.8	13668.8	10283.5	2861.5	12602.3	19315.3	12321.3	8995.5	11025.7	278.3	603.1	767.7	10652.2	1992.0	2585.5	5926.8	3343.5	852.6	7391.7	12349.8	6930.7	4023.5	11116.4	7517.3	7179.3	3667.7	5439.8	2021.5	5337.3	3629.4	1229.9	3319.5	3882.0	7989.3	4965.5	13320.6	11231.5	2528.4	14110.1	16754.3	12275.3	6528.0	8249.3	362.2	677.2	662.5	10524.2	38427.0	38583.1	249756.682258	250450.026974	500206.709232	1570773.0	1385993.169429
sub-0165	3542.9	2673.2	6401.4	2410.4	865.1	6574.1	10644.3	6032.3	3577.2	11136.8	6205.1	4044.6	3329.4	5376.6	1428.8	3967.2	2956.4	923.3	3095.7	2644.9	6045.9	3710.1	10734.9	8428.0	2129.8	11583.5	15741.2	12317.5	6523.0	6637.7	258.4	554.0	655.5	8234.6	2724.5	2357.3	5260.1	2817.2	761.8	5395.9	11616.0	5030.8	3134.0	9869.2	5976.2	5200.0	3901.1	5666.9	1375.0	3767.9	2490.9	949.7	2677.2	3256.0	6376.2	3694.8	13140.8	7997.9	1748.1	11592.3	15617.9	11030.7	5582.3	6853.0	340.4	539.1	572.3	9038.8	28541.1	26288.6	209747.83109	205391.784	415139.61509	1393973.0	1267159.926204
sub-0166	2559.7	2524.8	7283.4	2417.8	931.1	6839.5	10125.6	6952.0	3374.9	7834.3	6124.7	5420.4	3266.9	5131.5	1517.8	3716.4	3965.8	960.5	3598.8	2142.9	7008.0	4080.1	14569.0	9387.6	2935.0	11867.5	19414.9	13225.1	7185.8	8967.0	380.9	688.3	720.5	10352.9	2270.8	2303.8	6689.4	2108.7	601.4	5904.9	11574.9	6438.6	3220.7	8575.6	6913.3	4682.0	3451.8	6658.6	1393.7	3877.8	3649.4	1348.9	4032.5	1725.8	6319.7	4309.6	13796.1	9605.0	1861.4	12441.9	18447.8	12545.6	6447.6	9314.5	348.4	582.5	515.0	9941.8	32303.6	31070.6	230043.146565	225919.539152	455962.685717	1483443.0	1340410.07163
sub-0167	2464.7	2582.0	6704.6	2821.0	1341.1	6495.4	9722.8	6103.0	3892.7	12401.9	5907.8	4991.3	2825.5	5794.7	1351.8	4010.6	3117.7	851.1	3341.6	3231.7	7035.8	4267.2	13104.2	10158.5	2977.6	11288.4	17090.4	13874.6	8669.1	9997.6	220.0	659.5	717.4	11031.7	2954.3	2774.0	5762.0	2714.2	966.0	5849.3	11320.4	5536.0	3731.5	9122.4	6895.9	5126.1	3831.4	5836.8	1361.3	5590.5	2544.8	1196.9	3184.9	2937.3	7225.4	4500.7	13196.6	9880.6	1763.5	11533.9	16647.2	13124.2	7279.3	10431.2	224.7	587.8	508.6	9805.5	22997.5	23712.9	222181.617914	218901.98686	441083.604775	1640469.0	1553483.641544
