Measure:volume	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	MaskVol	EstimatedTotalIntraCranialVol
sub-0032	3529.2	3637.5	7178.9	3296.7	1064.7	7916.0	10929.3	7420.7	4177.0	10844.2	6736.7	5763.3	3882.1	5210.7	1801.2	4673.6	3977.4	1008.7	2953.2	4043.4	8480.2	4915.4	13960.7	11779.6	2144.1	13115.6	18875.2	13751.8	8521.9	10451.2	267.1	677.7	767.9	11490.5	2513.1	2601.3	6447.1	3297.4	1031.1	6973.2	12384.5	6370.4	3511.3	12309.9	6921.0	6580.3	4153.4	6540.3	1469.7	5200.8	4834.2	1287.9	3706.5	4868.2	7794.9	4359.7	12303.4	13314.0	2595.7	15237.3	20509.9	10994.3	7675.1	10725.7	367.1	824.7	687.1	11261.5	35163.3	34878.7	255625.61462	257610.182361	513235.79698	1577235.0	1489493.778253
sub-0033	2809.0	2371.8	7267.2	2369.3	894.7	7423.2	10525.3	5732.4	3530.6	10281.2	7400.2	6004.1	4380.4	5037.1	1668.9	3851.3	4072.5	964.5	3498.5	3698.7	8251.8	4328.4	14650.1	8283.6	2636.1	13019.5	20730.1	12056.4	9547.5	10533.4	302.6	501.6	900.1	9923.2	3344.6	2848.7	5994.7	2384.3	848.2	7527.9	11104.3	6474.5	3311.5	11117.2	7237.4	5416.3	4063.9	6466.8	1798.6	4863.7	2653.5	1352.7	2687.5	2992.6	7934.3	4368.5	16103.2	8914.0	2064.9	12853.2	19637.0	11007.9	6513.2	9067.9	367.8	565.5	635.3	9981.8	40314.6	41710.7	251256.050343	248110.308137	499366.35848	1550168.0	1390204.431298
sub-0034	3353.6	2987.2	6400.2	2683.4	1124.7	6911.4	10263.9	5967.0	3158.7	10622.5	6504.3	6439.3	3521.9	6417.0	1779.2	4061.3	3164.2	871.4	2529.6	3047.9	7116.5	4575.1	12098.6	10784.1	2415.2	11876.6	18717.0	12747.2	7974.6	7754.0	249.4	515.9	753.7	9156.8	2705.9	2818.8	5783.8	2243.9	982.1	6865.2	12757.8	6305.5	3105.3	10149.0	6439.8	6128.3	3963.7	7358.4	1612.4	4964.7	3492.0	1125.9	3277.3	3106.4	6692.9	4728.9	11852.6	10367.6	2109.6	12216.2	16888.9	11258.5	6941.9	8356.8	413.4	730.4	549.3	9401.0	32171.0	33182.2	231633.990692	231629.09083	463263.081523	1482969.0	1548854.973346
sub-0035	2366.7	2794.9	6467.9	2691.1	883.6	6304.2	10116.9	7059.3	3695.4	12046.3	7153.0	5636.1	3179.9	5998.2	1436.3	4030.0	4822.1	1161.1	3242.3	2464.7	8624.8	4587.1	12971.1	9427.9	3097.2	12600.9	18213.3	9920.3	8113.5	9101.1	259.5	550.6	753.5	10436.6	3262.2	2887.9	6537.2	3105.2	705.8	5815.5	12061.1	5798.1	3082.2	10387.1	6687.3	5385.6	4146.9	6392.3	1668.2	4265.5	3366.3	1330.3	3422.4	2431.9	7087.9	4248.9	13988.6	11788.5	1859.3	11290.4	17914.8	11284.6	6981.2	8128.3	288.5	642.1	545.4	9094.3	31432.1	29474.1	233627.415466	230512.511738	464139.927205	1489359.0	1285548.492311
sub-0036	2424.1	2901.5	6248.9	2277.5	1179.0	7666.2	10986.8	6036.6	3436.4	9392.8	7227.2	4540.7	2726.4	5946.2	1514.9	4572.7	3553.1	921.2	2518.9	2675.5	6394.7	4736.6	11006.6	10729.9	2709.7	13242.0	19845.6	13610.5	8570.8	9661.5	354.2	733.0	821.7	10209.0	2976.8	2478.1	6103.8	2461.6	1155.6	6332.1	13712.4	7346.2	3267.1	9129.5	7866.3	4966.9	3784.6	7093.8	1415.8	5479.3	3728.6	1320.7	3162.0	2834.1	6470.9	4291.9	11934.9	10072.6	1994.2	13321.5	18936.5	13115.3	5893.5	8137.5	390.8	730.8	644.8	9335.4	32041.5	33164.0	234355.899837	236094.125429	470450.025267	1507027.0	1325186.698783
sub-0037	2083.0	2415.8	5968.0	2089.6	750.4	5489.2	8260.0	5030.7	3771.1	7916.3	6091.4	4928.1	2868.4	4701.8	1310.4	3622.3	3606.9	934.2	2919.1	2651.1	7395.9	3817.4	12960.2	9213.8	2743.2	9637.7	16366.8	11188.8	7736.1	7913.3	256.5	728.0	761.9	9211.2	2695.4	2438.6	5748.1	2032.2	690.2	5339.7	9541.1	5201.0	2968.4	7070.5	7342.7	5679.8	3671.3	5810.1	1156.2	4698.1	2789.4	936.0	3620.6	2813.7	6927.8	4414.3	13233.3	8017.4	1656.3	10545.7	14846.9	9546.9	6373.0	7787.6	343.0	548.2	546.6	9176.9	24803.7	24189.0	202991.571374	201436.862801	404428.434175	1335349.0	1039161.90809
sub-0038	2519.0	2858.2	6148.9	2956.6	1109.9	7679.8	8803.9	6824.3	4389.6	11739.4	7294.3	5883.9	3615.4	6115.6	1607.2	4135.3	4351.3	1188.2	4297.4	3966.5	8176.5	4871.8	12670.9	10208.3	2487.6	12420.5	17309.5	12109.5	8293.4	9097.0	309.1	727.0	746.8	10570.7	2608.5	2803.3	5683.8	2727.0	893.2	7294.3	10837.9	7113.5	3780.7	12420.8	7645.3	6597.7	3955.9	6865.6	1607.9	4684.4	3759.6	1401.9	3761.3	3880.8	7180.9	4128.1	13449.0	10502.8	1976.9	11911.2	17733.4	11832.5	7095.5	8734.4	437.3	695.1	804.2	10212.0	27014.2	26952.3	235328.728323	235162.517938	470491.246261	1492007.0	1370328.370742
sub-0039	3940.2	2567.8	4969.0	1951.9	806.1	6372.5	9913.5	5981.7	3573.7	9594.7	6511.1	4570.9	3422.3	5616.7	1612.1	4336.0	4096.3	1065.6	3556.4	3127.3	6802.6	4501.1	11731.9	9722.8	2792.3	13545.8	17426.7	11513.2	7607.8	8591.2	229.6	592.3	966.4	10195.6	3160.9	2401.8	6734.4	2356.3	955.7	6307.4	11814.1	5717.2	3004.7	9816.7	7364.2	5311.2	4385.6	6766.8	1582.1	4287.7	3743.4	1380.7	3750.0	3250.4	4914.4	5389.2	14766.8	8220.2	1904.8	13172.8	17118.3	8290.4	6742.1	6642.8	278.9	825.9	638.3	9351.0	30793.1	30482.5	224612.472207	224927.277555	449539.749762	1412279.0	1282072.917977
sub-0040	3516.5	3010.7	6482.2	3573.1	1238.7	9163.9	12025.5	6334.0	4537.5	13452.3	7630.7	6202.3	4124.6	5542.1	1785.0	4510.8	3953.7	976.5	4001.6	4503.5	9243.3	5042.5	13886.8	11828.4	3551.6	15340.0	22335.3	14355.3	10223.4	9910.6	287.2	659.7	1050.0	11100.9	2997.6	3721.1	7174.9	3139.1	1124.4	8242.5	14699.6	7648.7	3528.0	10740.9	7294.3	6438.0	4027.6	6876.2	1500.0	5160.4	3134.6	1241.0	3646.9	4290.3	8540.0	4274.1	17154.0	13268.4	2787.1	13562.9	24336.1	13881.9	8375.7	10596.8	285.2	730.3	759.0	11238.8	30033.7	31788.7	265789.868992	268580.91912	534370.788112	1764768.0	1776357.318161
sub-0041	3417.5	3136.1	5989.0	2418.7	652.8	6290.2	10989.2	6436.2	4264.2	9275.0	6525.8	5322.5	3378.5	6695.8	1365.3	3531.2	4538.2	853.8	3242.4	3286.9	6504.6	4518.4	11486.4	8139.6	2343.0	12029.4	18021.6	10894.9	8255.0	9168.2	280.1	694.8	685.7	10555.8	2915.4	2886.9	5375.7	2514.5	686.8	5971.6	12917.9	5375.9	3344.4	8848.0	6763.2	6044.4	3699.0	7052.9	1849.2	4295.9	2893.7	1454.6	3114.5	3290.8	6551.6	4541.6	13316.2	8720.2	2127.1	13101.5	15947.0	10466.4	7414.4	9388.4	368.6	670.6	438.0	10306.8	29657.6	29790.2	225172.259551	226708.077891	451880.337442	1446202.0	1211554.573673
sub-0042	3324.8	2704.1	7594.3	2254.8	938.2	8186.1	12067.0	7293.3	4226.7	11125.5	7205.4	5165.2	4096.2	6400.7	1767.5	4475.3	3668.0	1129.1	3939.1	2409.7	6998.2	4293.8	13656.6	10505.8	3231.8	16225.3	20041.0	11690.6	9395.0	10355.9	261.9	769.2	769.9	10423.5	2421.2	2771.3	6481.0	2994.6	930.4	7602.1	15071.2	7985.8	3235.9	9351.8	8542.3	6315.3	4349.8	7737.1	1650.0	5271.5	3233.8	1700.9	4089.5	2725.2	6520.7	5104.6	13332.6	11145.2	1804.5	18161.4	21777.7	9897.5	7236.0	8518.4	395.7	896.3	861.5	11271.1	37656.3	38423.9	257052.209648	260732.995189	517785.204838	1574544.0	1595125.765693
sub-0043	2888.6	2289.4	6770.7	2527.5	1348.1	6991.0	8965.9	7626.4	5350.0	11680.7	6627.5	6098.1	3266.4	5247.2	1893.1	3492.2	3765.4	1168.6	3342.3	3643.7	7142.9	4173.8	15445.4	8714.0	2553.9	13728.1	19901.2	12363.2	8814.7	9999.1	309.7	704.8	589.9	10140.9	2022.2	2165.6	7968.6	3014.2	998.1	7175.1	9206.0	6677.0	4630.6	11659.8	7054.3	6151.8	3700.9	6529.4	1638.7	4925.7	3480.5	1284.4	3394.0	3483.1	7790.3	4560.4	14174.9	8482.8	2402.5	14392.0	18835.1	11490.4	7008.9	8701.4	423.9	770.0	457.1	10291.0	42050.6	40636.3	252028.346948	248999.057745	501027.404694	1520518.0	1573892.518748
sub-0044	2381.6	2974.2	6885.1	2644.6	1248.8	6396.2	9860.9	6888.9	4253.6	9992.8	7691.1	5382.7	4172.6	6454.1	1710.6	4452.4	3528.0	1380.5	3622.4	2975.0	7307.7	4763.1	14575.7	10037.8	2734.1	13622.7	20503.6	14057.3	8786.8	8565.1	408.5	690.5	905.8	9609.3	3214.1	2952.2	4905.9	3080.0	812.8	5621.4	11149.8	6554.0	3615.2	11341.4	7371.8	6230.3	4060.1	6819.0	1640.8	5045.6	3644.4	1619.8	3469.7	3183.4	7455.7	4927.0	13113.3	10114.7	2080.1	16124.2	19375.7	11806.2	7677.5	9500.7	358.0	867.0	699.7	10262.9	42305.4	41660.8	256664.81869	254328.383987	510993.202677	1568657.0	1447858.351082
sub-0045	3803.8	3015.4	8947.7	3538.0	733.0	7581.7	10790.8	7334.4	4478.1	11101.4	8103.1	7295.0	4498.8	6298.0	1758.8	4715.7	4536.2	1220.9	3759.9	4535.5	8032.8	5990.8	14247.6	9978.3	2729.8	15673.3	21995.3	14858.8	10201.9	9669.7	350.8	576.9	899.4	11141.0	3819.0	4442.1	7932.7	3203.9	580.2	7027.7	10409.2	7073.1	4224.7	11894.6	8295.3	7437.0	4051.6	7097.1	1938.7	5187.3	3654.7	1342.0	3883.9	4175.7	8517.3	5794.5	16018.2	11401.1	2540.6	14554.9	22012.2	12934.6	8732.2	12346.5	412.4	614.6	651.5	11065.7	35024.0	36095.6	270139.365835	270936.42058	541075.786415	1743727.0	1641357.40128
sub-0046	3071.7	3188.4	7669.4	2030.1	983.4	6717.4	10527.0	6531.0	3739.5	11489.2	7520.1	5267.7	3614.1	4965.9	1408.8	3960.1	3153.5	884.1	2761.5	2804.0	7653.1	4906.6	13099.6	9523.4	3463.3	12402.2	20322.0	11758.1	7370.1	8789.3	305.6	468.8	1267.1	9967.1	2518.1	3304.2	6810.1	2341.4	886.6	6471.0	10915.6	6338.6	3610.7	8664.6	7838.3	5337.5	4304.1	6217.9	1378.3	5100.6	3146.7	1327.9	2763.0	2744.9	6258.8	4351.9	13306.0	10465.8	1907.3	13006.3	19155.2	10752.8	6478.9	8066.1	391.8	581.3	638.1	9518.3	36082.1	33810.7	239710.394361	233995.800557	473706.194918	1506518.0	1302253.120518
sub-0047	2940.2	3390.5	6287.0	3151.9	886.6	7271.9	9082.8	6399.1	4232.7	11799.6	6044.1	5314.5	3060.8	6037.1	1558.0	3270.2	3771.6	1200.7	3495.8	3494.6	7018.7	4559.4	11808.9	8708.7	2955.4	9961.7	17755.3	11746.0	7909.0	8489.7	238.3	638.1	696.2	9614.0	2993.6	2682.3	5624.2	2849.3	684.5	5886.0	10512.7	6814.2	3999.6	9931.7	6832.2	6628.6	3577.6	6841.8	1429.3	3746.7	3317.2	1054.5	3526.7	3635.1	6479.2	5239.8	10598.7	9369.4	2192.5	13483.8	17201.2	10862.7	6866.0	9322.4	355.8	608.2	526.8	8531.5	21477.4	22094.3	216822.470101	216758.665227	433581.135329	1455494.0	1352635.107834
sub-0048	2802.9	2513.5	6273.8	2170.6	723.2	6147.5	7601.5	5371.5	3921.8	10034.0	5573.2	4529.8	2735.5	4384.9	1314.8	3854.6	3238.5	783.1	2716.6	2297.3	6380.1	4573.3	10603.3	8942.4	2120.9	9819.6	15119.1	9884.0	7387.8	8613.8	245.3	441.9	712.3	10051.5	2758.8	2531.4	5384.8	2245.4	745.6	5014.1	9975.2	5707.9	2718.2	8538.1	5568.2	4054.5	2889.8	5343.9	1399.1	4721.4	3183.5	984.5	3105.0	2253.1	6628.1	3497.4	11035.0	8853.9	1815.6	11257.3	14863.7	10835.7	5269.0	8472.3	280.3	604.1	604.4	9640.2	27844.0	25546.8	201318.596407	200631.970744	401950.567152	1363483.0	1275646.579865
sub-0049	3396.5	2091.1	5468.8	2282.0	884.6	6975.4	9416.3	5496.9	3234.5	9601.0	6575.5	4326.6	3371.2	5375.6	1524.8	3176.8	3537.7	857.8	3293.8	2411.0	5837.1	3990.2	11902.6	7494.2	2503.2	9875.4	17560.8	10816.5	6292.9	7270.3	264.5	573.6	710.6	9219.6	3165.8	2359.5	5600.5	2159.7	816.2	6482.9	9320.3	5518.8	3009.9	9325.6	7514.2	4465.3	3466.0	5606.7	1590.5	3839.8	2573.5	1241.0	2692.7	2332.9	6392.4	3352.2	13250.9	7817.8	1809.7	9523.8	16518.0	9916.8	6023.1	8358.3	338.4	543.9	639.3	8396.1	27931.2	28743.1	207105.957091	206085.957685	413191.914776	1373102.0	1241971.165177
sub-0050	2776.0	2137.4	6542.9	2218.9	897.5	5341.6	9086.1	5538.7	3206.5	8050.7	6557.6	4958.3	3854.9	4566.7	1312.4	3763.6	3007.7	829.4	2377.2	2554.7	5666.8	3644.4	11625.9	7816.4	1828.5	9783.1	15287.8	9706.3	7014.7	7824.6	208.1	577.8	637.6	8674.0	2328.8	2355.3	5188.8	2189.1	748.5	5635.5	8359.6	5393.9	2952.7	7341.0	5728.6	4991.0	3203.4	5985.6	1199.5	4426.6	3106.0	929.4	3343.9	2725.8	5593.1	3587.4	10950.5	7987.3	1634.6	11256.2	14461.1	9250.0	5622.4	7706.2	266.1	561.6	541.9	9336.0	25306.9	23335.1	194484.821182	191730.597263	386215.418446	1288517.0	1167348.605998
sub-0051	3582.2	2667.4	7226.4	2150.1	709.0	7604.4	10389.1	6785.8	3433.3	10234.9	6606.8	4954.8	3890.6	5394.7	1603.4	3871.3	3432.8	1027.3	2790.9	2498.6	7011.1	4795.4	13151.9	10892.9	2097.9	12700.5	19645.6	14390.4	8005.7	8122.3	283.1	638.4	800.4	8825.6	2583.9	2539.3	6933.0	2920.9	1109.0	6244.4	11794.8	6665.8	2689.9	10507.6	7017.9	5541.5	3411.1	6319.3	1741.1	5307.0	2942.6	1070.7	2816.0	2593.9	6924.2	4354.1	13160.5	11191.7	2113.3	13298.3	20375.7	12449.7	6251.1	7835.7	330.2	775.7	549.8	9141.5	28518.0	29548.0	232947.802713	232461.762784	465409.565496	1422317.0	1367177.983431
sub-0052	3213.9	3106.1	7646.7	3332.8	1074.0	8486.9	11922.1	8177.7	4815.8	13007.0	8042.7	6997.2	4366.7	5504.9	1748.4	5056.8	3840.7	1286.1	3998.9	4666.6	9259.4	5649.7	15719.0	11785.0	2954.7	14998.3	23762.6	15027.6	8948.3	12218.4	396.3	734.9	964.9	11654.4	2214.0	3629.8	7447.3	2880.0	697.4	7114.3	16569.4	6421.1	3895.5	15370.5	8045.5	6863.3	4880.5	6831.3	2109.3	6032.7	4403.7	1719.0	4437.2	3282.0	9335.1	5338.5	13840.8	12730.1	2595.5	16023.4	22318.2	15582.8	8282.1	10550.6	510.3	637.7	582.3	11714.4	35229.0	36747.0	279699.719456	282395.434606	562095.154062	1735313.0	1612813.686328
sub-0053	3156.6	2201.1	6249.3	2652.0	861.1	5648.8	8998.0	6538.0	3595.7	9202.7	6607.4	5287.9	3442.9	6134.5	1470.2	3355.4	2800.7	840.2	2921.4	2893.6	6544.5	3633.8	11914.0	8878.4	2656.1	9819.0	14366.8	10730.8	8016.7	7859.4	232.0	530.3	556.8	8780.6	2530.7	2452.7	5640.5	2597.7	774.3	6187.7	10846.8	5796.6	3089.2	8792.5	6672.7	5465.7	3633.7	5821.6	1510.9	4153.1	2708.5	1232.4	3380.0	3300.9	6571.7	3722.5	12359.1	8544.0	1715.1	10674.3	14064.6	10456.1	6344.2	8915.6	538.6	548.6	451.6	8352.2	22520.6	21855.2	201594.032591	203302.85789	404896.89048	1381508.0	1448329.281742
sub-0054	3030.8	2161.6	5402.9	2025.1	725.7	5552.2	8763.3	5663.1	3898.1	8545.3	6220.1	3947.3	3137.0	4842.7	1430.1	3484.3	3777.3	828.8	2945.2	2061.1	6758.9	4128.1	11183.8	9019.5	2248.0	9867.7	17304.2	11588.5	7958.9	8578.2	155.1	554.3	569.7	10544.5	2303.9	2420.3	5483.8	2033.5	650.8	5459.2	11044.7	5387.9	3450.5	9672.4	6123.5	4399.9	2991.0	5252.8	1447.5	4717.1	3485.8	1219.4	3491.9	2260.2	6287.7	3779.1	11704.5	9518.3	1267.2	9328.7	15684.7	11052.1	5926.6	7239.1	297.4	530.8	480.1	9418.0	27104.7	25318.4	205696.628779	202981.452667	408678.081446	1374269.0	1474969.459443
sub-0055	3756.8	2656.3	7019.5	3305.9	1066.7	8580.7	13022.9	9088.1	4160.1	12955.2	7911.8	5769.6	4632.7	6947.7	1501.6	3827.4	3596.3	1493.7	3677.5	3537.0	9441.6	4330.3	14618.9	11366.3	2826.5	14270.7	20892.0	16660.8	8178.5	8960.3	319.4	633.2	1087.7	10308.7	3429.8	2489.0	5361.8	2818.0	797.9	8219.3	13585.6	7943.7	3265.8	12426.3	9728.5	5847.4	4703.1	7908.9	1452.4	5490.3	2821.0	1689.0	4015.8	3569.8	9688.0	4073.4	16866.3	11323.3	1999.1	13594.1	19990.4	15799.7	7340.8	10156.8	464.4	748.5	651.6	9740.1	41421.1	39635.2	274515.501655	272589.691966	547105.193622	1664838.0	1559112.265607
sub-0056	3089.7	2698.3	6244.7	2810.3	1158.1	6443.9	9995.5	7016.5	3585.0	9498.7	6915.4	5041.4	3630.0	5690.5	1456.3	3791.9	3140.8	900.2	3005.7	3911.6	7494.0	4288.3	11484.0	9778.6	2215.9	11775.3	15162.9	12646.3	7948.7	9225.0	406.0	750.2	750.3	10495.6	2825.3	2706.9	4646.8	2618.9	971.6	6322.5	13024.5	7552.0	3181.1	10168.7	6868.8	5433.4	3427.9	6315.8	1289.1	4677.9	3175.1	1323.2	3214.2	3451.9	6432.6	3943.5	12304.7	9738.5	1983.7	11449.3	16088.0	11608.5	5804.4	7744.1	435.2	914.9	814.4	10289.7	21709.7	22802.7	216767.780924	215551.866264	432319.647188	1467391.0	1159536.339825
sub-0057	2483.1	2471.2	5479.1	1636.4	524.3	6830.6	9732.9	5081.0	2969.8	7846.2	4571.9	4609.5	2594.2	3516.9	1330.6	3256.0	2764.2	668.2	2202.8	1675.2	5629.3	3833.0	9563.2	7430.6	1458.3	7765.2	12655.3	9695.0	5571.3	8165.6	236.6	478.4	614.1	7727.6	3065.7	2543.3	4696.1	1925.9	496.1	5960.1	9848.8	4808.2	2880.5	7613.9	4432.8	4117.3	2694.3	5073.7	1323.8	4618.6	2341.2	739.7	2236.0	2145.1	5399.3	3227.7	9760.7	7679.8	1755.3	8116.0	12835.6	9137.4	4650.8	6474.8	275.6	549.4	486.0	6924.2	21435.4	21453.7	174157.198113	173392.986225	347550.184338	1196681.0	1012605.008482
sub-0058	2842.9	3266.8	6194.5	2904.9	1075.7	7503.9	9708.2	7784.3	4753.3	12160.7	7796.6	5619.1	3179.9	6818.1	1856.4	4217.1	4173.4	1120.8	3768.3	4140.4	7507.9	4214.9	13398.0	11202.8	2999.8	15276.2	20394.5	15424.0	9134.7	9430.6	330.4	700.6	799.3	12319.7	2336.1	3528.7	5832.0	2931.6	462.2	7292.5	13253.4	6546.7	4133.5	11782.9	7887.4	7696.5	4194.2	6980.0	1843.6	5280.9	3357.9	1384.1	3882.8	3818.8	7145.5	4907.7	14283.4	10409.0	2172.8	15256.0	20118.4	12177.4	8598.4	9315.3	474.9	699.1	545.6	11271.1	34834.4	33705.4	259270.615946	255621.965417	514892.581363	1693697.0	1600616.506302
sub-0059	2674.5	1994.5	5726.2	2624.9	803.7	6629.4	9018.5	5753.0	3870.4	9813.1	6398.1	5218.3	4403.0	5398.6	1686.0	4350.5	4073.4	840.4	3637.0	2815.8	7776.9	5133.7	12092.2	10668.1	2154.7	13246.6	17083.1	13331.6	7441.6	9253.4	355.5	811.9	660.1	9609.7	3283.4	2641.9	6679.2	2471.5	646.8	6385.2	11183.8	5796.6	3148.2	9977.8	7058.7	5555.2	3515.8	5910.9	1639.2	4540.3	3295.6	1001.1	3132.0	3032.5	6506.6	4011.9	12491.4	11436.6	1800.2	12435.2	17835.3	12355.7	6559.7	8240.1	345.1	830.0	645.0	8911.7	28230.4	27798.3	227654.856822	225098.333275	452753.190097	1415806.0	1501855.143357
sub-0060	2491.4	2939.6	6151.1	2473.2	1188.9	6653.9	11277.8	6617.2	3824.0	9378.5	7658.8	4434.9	3677.5	6456.4	1635.6	3612.2	2516.9	1214.4	2699.9	2711.5	6920.7	4520.8	12192.1	11163.1	2936.3	11537.2	17656.4	12841.7	8738.8	10289.0	253.1	643.2	763.1	9390.4	2408.1	3116.8	5291.2	2057.3	991.0	7310.2	13084.2	6729.2	3142.9	10778.7	7222.5	3936.1	4241.5	6666.2	1390.5	4191.5	2629.8	1499.2	3115.5	2249.7	7593.9	4298.3	11096.4	11451.5	1934.8	13759.5	17623.9	11927.3	5931.3	9545.8	408.8	702.7	573.9	9476.4	26840.4	27646.2	227197.807614	225857.090862	453054.898477	1500477.0	1505207.336789
sub-0061	3605.1	2724.8	7018.5	2024.1	846.0	6351.6	11042.3	5840.5	3015.0	10120.1	7035.6	4873.2	3178.3	5198.0	1410.8	4351.5	4200.5	846.6	3202.2	2587.5	7418.8	4915.6	11971.7	8353.3	3195.5	14100.4	20373.8	12108.1	5677.4	7985.7	220.9	557.0	934.1	9245.8	3150.1	2442.1	7498.9	2277.8	825.5	5906.7	12926.7	5589.4	3053.1	7516.7	8118.1	4741.9	3799.5	6120.3	1565.0	5453.2	3329.7	1190.8	2930.4	2636.2	8305.8	4286.7	12425.4	9138.0	1964.3	13252.7	19687.2	11988.0	5437.6	8458.1	348.6	590.9	536.3	8892.5	26309.0	24785.6	223064.637861	221963.19092	445027.828781	1481857.0	1369511.409073
sub-0062	2806.4	2628.5	5641.6	1607.7	731.9	5704.4	8841.4	5939.2	4004.1	7479.6	6001.8	3554.4	2946.6	5759.5	1259.4	3917.2	3395.1	705.5	2726.3	1497.1	6558.2	4127.5	10971.7	8846.5	2379.5	9973.6	14878.0	9883.4	7978.7	8816.5	226.0	470.0	713.0	10727.2	3451.9	2579.7	5148.4	1838.8	598.2	5045.2	8466.7	5403.6	2867.9	7052.2	6982.4	4271.1	2915.5	6561.4	1597.0	4459.8	2849.4	890.3	3290.1	1582.8	6194.4	3715.9	11198.4	9261.0	1833.2	9453.8	15078.3	9113.5	6705.4	8070.1	289.9	628.0	579.7	9403.3	23479.6	23984.3	197718.132156	194627.710368	392345.842524	1404793.0	1272209.610922
sub-0063	3624.8	3239.9	6214.1	2735.8	1045.6	6243.4	9749.2	6974.4	4208.1	10162.2	6617.3	5576.6	3366.1	6700.2	1378.5	3859.5	3165.5	922.1	3131.2	3882.8	6195.2	4358.9	11730.3	8407.9	2723.2	11513.5	14005.3	10461.7	7406.6	6725.0	257.8	641.8	713.4	9113.8	3477.1	2720.5	5073.5	2837.1	801.7	5935.5	9983.7	6409.5	4683.3	9629.7	7044.2	6465.0	3587.9	6471.0	1373.6	3521.1	3009.6	1367.8	3267.5	3920.1	6636.3	3873.5	11131.5	9459.2	1986.8	13741.1	12753.2	9956.3	6744.7	8080.0	298.3	754.5	660.1	9789.1	33661.2	31035.1	222239.728718	221254.73868	443494.467398	1395139.0	1170114.002443
sub-0064	2428.2	2124.4	5551.8	1998.0	798.2	5377.2	7023.1	5175.7	3388.2	8130.5	5598.2	4391.8	2489.6	4540.3	1214.9	3394.7	2725.7	834.6	2434.1	2647.0	5399.4	3854.2	9927.6	8042.3	2083.4	9555.6	15031.8	9720.2	6433.5	7052.4	225.0	566.0	510.1	8022.1	2557.7	2824.6	5169.6	2072.8	899.5	5345.5	7730.4	5904.4	2974.3	7390.4	6628.8	5310.1	3461.8	4843.8	1211.2	3542.0	2516.1	1090.7	2753.2	2820.5	5262.1	3450.9	9795.7	8059.3	1512.5	11231.0	13090.2	9409.5	4754.2	6765.8	267.1	702.9	563.2	7266.4	20061.0	20039.0	179939.6564	180452.618483	360392.274884	1294093.0	1157736.089383
sub-0065	3269.7	2924.2	6831.3	1914.9	626.7	5706.1	9913.5	5704.8	3533.2	8400.3	6406.7	4478.0	3766.3	5309.6	1201.4	3878.1	3202.5	1080.8	2776.6	2353.4	6840.7	4687.2	12693.3	8051.3	2308.7	12057.0	16579.5	10842.9	6837.9	9155.9	257.7	439.8	824.8	9516.6	2962.1	2897.1	5854.6	2152.8	692.2	5840.8	11108.3	5380.5	2844.1	7972.7	6824.9	4485.7	3625.0	6018.8	1289.1	4765.8	3460.9	1471.2	3490.8	2599.8	6862.5	4141.2	13509.1	8237.9	1833.6	12566.6	15587.1	9983.9	6291.4	9581.8	327.0	524.7	504.5	9907.4	26365.3	25173.3	210915.918647	212870.615836	423786.534483	1411136.0	1274150.700682
