Measure:mean	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
sub-0183	96.5422	102.2355	98.5402	92.8694	79.7662	90.9563	99.6629	87.3638	101.221	93.9696	93.8596	88.0472	93.6523	89.6164	89.1424	92.8677	96.6744	88.4584	96.0477	87.3534	93.9272	98.986	95.7977	99.0228	98.0109	95.8576	94.4542	98.4926	93.8501	98.4474	89.4489	74.8413	94.4197	91.5838	99.7419	101.6125	95.3805	95.5545	81.2563	89.4297	97.814	88.7233	101.8083	94.5052	95.7378	88.7333	94.6807	91.2008	88.1316	95.04	96.4847	88.7362	95.9017	88.7312	91.3793	99.5712	93.7173	98.5322	101.0088	95.6283	94.9694	97.8048	93.5244	97.7707	88.8423	72.6076	101.051	91.8799	100.3154	100.8393
sub-0184	95.9272	102.3704	95.8136	97.777	84.4182	91.5715	97.7499	91.1231	104.036	93.3009	95.9991	90.2445	97.2255	88.8552	89.2106	95.3807	97.2531	87.7614	97.6197	93.058	93.0444	101.8751	95.1553	98.7189	98.9507	97.2072	95.0202	97.9833	92.3775	97.2723	90.2838	76.8157	97.7259	93.9803	97.9076	102.055	93.1319	96.3459	79.2656	90.0484	93.8088	88.1026	104.2625	92.6235	96.8619	89.7992	96.5325	87.5804	87.1959	95.8488	96.2756	86.9333	95.9274	93.2893	92.5623	102.0397	94.5809	98.7813	104.8483	95.2417	94.6889	97.4736	90.9656	98.1675	90.269	73.4692	96.555	93.457	102.4292	101.9599
sub-0185	99.0428	105.6505	97.2795	94.552	76.9796	91.6911	99.9766	89.989	103.2327	92.9478	94.4424	89.7351	91.6262	93.3166	88.7693	95.5424	98.937	88.8047	99.7232	88.9045	93.6846	101.1261	96.5843	99.8141	99.243	96.951	97.088	98.7356	96.3332	98.9307	92.7129	78.1039	99.9671	95.3658	99.789	104.2429	96.3564	93.7788	76.6716	90.1108	96.0733	86.8593	103.1091	91.2333	94.2533	88.0595	95.0745	89.988	88.4378	97.3688	97.2206	85.2238	94.2485	84.1845	91.9538	101.5346	94.6772	98.2498	99.176	95.4195	96.4418	96.1519	91.7074	98.2123	87.4695	78.1258	94.9528	92.7508	101.4862	100.9875
sub-0186	98.0894	103.7564	96.7332	95.914	80.7922	91.5845	99.1032	89.2146	103.2568	92.1061	94.5289	89.6975	94.3132	88.7255	89.1349	96.7467	97.3541	83.4462	94.8282	91.497	93.0997	102.4276	95.891	99.2313	100.6915	95.6414	94.7605	98.774	95.1595	97.3854	87.0074	73.912	101.0102	93.9167	96.2915	102.3448	94.9535	95.0958	80.9038	89.0491	93.7778	87.6431	102.5124	90.4312	96.7201	88.7765	96.891	86.1735	87.9029	96.7956	96.7537	85.4252	93.9537	86.8612	89.4367	102.0225	93.4534	98.08	104.6565	95.3065	94.5071	96.2232	90.3907	95.5836	88.8911	77.8375	97.5087	93.4011	102.2812	101.0327
sub-0187	97.4536	101.3247	97.848	93.0849	78.935	90.1711	99.1111	90.1531	99.8695	93.9576	93.5154	86.6603	93.2384	91.4137	88.5105	95.3829	97.4483	89.6409	96.4023	88.1357	95.3527	100.9015	96.588	98.7066	96.3564	96.5215	95.062	98.5108	95.2711	99.3707	90.7853	75.3616	97.6946	92.6474	97.4829	101.9788	95.8254	92.3998	80.331	88.4054	96.9105	88.992	99.7435	91.8049	95.9094	88.355	96.6879	89.8402	88.2054	95.6356	95.8163	90.1095	95.6271	89.8415	93.9895	100.1289	94.9082	97.8803	101.6676	95.8456	94.545	96.985	93.945	98.2358	89.0901	76.0341	94.1527	90.7368	99.8087	99.8403
sub-0188	95.5328	103.9154	95.7936	90.6533	79.3026	87.8484	96.091	90.1649	100.4399	90.5298	95.919	86.3833	96.3745	87.7981	84.0865	94.7387	97.3558	87.2882	95.659	86.353	91.6264	100.6691	95.1392	97.0881	102.9438	97.3564	95.9798	96.624	93.2217	96.8489	92.704	75.7787	93.4503	92.9971	97.9578	101.9951	96.3976	94.0728	78.3484	90.4865	96.643	87.88	100.5885	92.8419	96.0314	87.8873	98.0737	90.3761	88.4551	97.0634	97.6088	91.7701	96.3275	88.4963	92.003	100.5007	94.6412	97.3058	102.1203	96.878	96.2069	97.3304	93.1624	97.1671	88.659	77.8454	99.0352	91.6636	100.9598	100.6159
sub-0189	99.7177	104.6166	95.5355	92.7419	80.4892	93.7416	97.5075	89.7719	104.4037	91.8221	95.5794	90.1058	95.6202	90.743	88.2881	94.5106	95.911	83.6787	96.1243	90.1243	90.671	102.3893	94.0007	98.4818	101.9678	96.5135	95.4898	95.2489	95.216	96.8118	87.0591	74.822	101.2274	93.5522	100.4686	101.2935	95.4772	91.191	76.3739	90.7257	94.0859	86.464	103.1963	90.8659	95.9233	89.0894	95.2182	88.8619	87.896	94.643	96.9146	85.665	94.7759	91.6314	90.082	100.4541	93.0421	97.5964	102.1396	95.5477	94.7262	95.0693	91.6357	96.8984	85.1282	72.5512	97.7059	92.8407	102.7388	102.3648
sub-0190	98.6923	103.182	97.4232	90.3974	83.1791	91.3059	96.8054	88.5754	101.6766	89.1905	93.2488	89.317	93.7922	89.2747	88.1858	96.4154	94.4259	82.4994	94.4576	86.7676	92.1397	100.9057	94.4896	99.7168	102.4441	93.9235	93.916	96.6438	93.3915	95.8688	87.5126	78.9877	99.7589	92.6353	96.3396	104.1119	95.3416	89.606	79.7697	87.3102	95.4942	86.6405	102.2848	88.7836	96.8255	88.0244	93.0704	85.5059	84.6692	97.3959	97.2718	87.7823	94.0365	90.7226	91.3185	102.7469	94.3685	99.3416	100.1625	94.1004	93.8848	95.2156	89.6083	94.8486	84.8237	78.4151	97.4435	92.6418	101.3567	101.0396
sub-0191	97.3047	104.225	98.6073	92.1989	81.4472	90.6531	99.7291	90.0441	100.7	92.6978	95.2579	88.1867	97.257	91.092	88.3236	96.8858	100.6787	91.4123	99.0686	90.8905	94.2177	101.6969	96.6878	98.4295	99.0497	97.4338	95.966	98.2539	95.3699	99.623	91.9412	78.8203	96.0795	92.815	95.9021	103.2468	95.0952	93.9082	81.5249	88.1741	95.6901	88.3384	100.2583	91.8735	96.8647	88.1341	95.6292	87.5988	87.8064	95.5849	96.9928	90.442	97.0997	89.9148	92.9776	101.4778	95.2287	98.9959	103.442	95.1335	95.6118	97.1811	92.2501	97.7466	89.6183	79.3974	95.7629	93.2012	101.5065	100.8732
sub-0192	99.6978	103.8311	95.88	94.2639	76.8807	90.2345	96.9081	85.1575	107.0991	90.2438	93.03	90.932	91.2378	87.3633	89.5013	95.5969	95.1385	85.2563	94.857	89.6514	91.4095	101.4775	95.3306	99.7924	99.26	96.6116	92.8495	96.3353	90.3342	97.0177	87.0208	73.2744	98.5438	93.9756	100.4672	102.8768	93.7033	93.5475	78.2804	90.5596	93.5248	82.1951	108.7739	89.1803	93.2327	92.8236	93.0687	84.734	88.6111	94.8283	95.9475	85.9446	92.1492	90.8225	88.5377	103.5596	92.7973	101.2146	102.5773	94.9961	91.9102	95.8961	87.7321	96.6523	84.0952	71.3161	99.267	93.6221	101.3489	102.9725
sub-0193	100.3218	102.4818	96.1135	93.3137	79.3127	89.1792	98.5225	90.7645	100.2879	94.3656	91.5801	86.5617	92.7604	91.3759	86.5472	93.8367	97.4732	83.9693	93.4465	87.9139	91.3895	98.5925	94.0279	98.5018	93.3372	95.5525	94.3853	98.7387	94.1785	97.617	89.9352	79.2322	100.1951	93.1877	97.9337	100.7606	93.8186	93.3623	81.4821	89.1143	96.1151	85.8159	100.4439	91.7099	93.0831	87.3323	93.2305	87.7733	87.0395	95.3824	95.1618	85.1003	92.4127	85.358	90.4698	98.3924	93.4142	98.1492	98.9323	94.6699	93.8255	96.9979	90.5373	95.9752	86.2663	78.0905	97.8063	89.1904	100.4381	99.8358
sub-0194	97.6506	102.3885	97.7109	94.5322	77.598	92.5382	97.2924	88.7142	102.705	91.292	95.4834	89.8101	95.2804	88.5342	88.6462	96.8859	97.1679	87.9843	97.0616	92.619	91.2046	101.8445	94.0906	99.9936	100.5308	96.3597	95.1186	97.1989	92.2421	98.2445	88.9038	77.4354	96.8505	93.2734	97.3111	104.2247	96.9286	93.6877	77.6489	90.1468	95.1294	87.357	102.5183	92.5879	95.6092	91.0231	97.2343	87.348	85.7485	97.0707	95.4851	88.3201	95.0927	90.7973	92.0303	101.1797	94.2266	99.144	104.0201	96.4785	94.8661	94.0007	89.1644	95.814	92.6793	77.3219	93.8077	91.3992	101.7834	100.9354
sub-0195	98.8901	104.0404	97.9845	91.495	80.2998	91.1682	98.254	89.9484	101.7905	93.014	94.4542	88.9785	96.9379	90.8082	87.3051	95.4148	97.0226	85.4626	98.2673	89.8065	93.4426	101.3859	96.6422	98.483	97.266	97.3845	94.7406	97.468	95.2969	99.0216	88.5811	76.4949	95.6078	94.2907	98.4471	103.6369	94.3123	91.4447	79.2033	88.8613	95.1165	86.5391	102.0192	91.7643	95.1972	90.4779	97.7199	90.5772	86.2917	95.9899	97.1794	85.0954	95.5456	90.9663	90.5665	101.0711	95.0017	97.3141	103.5294	96.2205	93.9481	95.8038	91.6557	97.2046	91.4552	78.3185	97.6743	92.6814	102.1299	101.5834
sub-0196	98.7669	104.2702	97.7407	95.6825	79.2348	90.8564	99.874	90.8399	101.5035	95.8666	92.1626	89.4156	93.5282	92.2924	87.5874	96.7751	97.3565	86.911	95.9659	91.9158	92.9988	100.3762	96.873	98.3092	98.7822	95.4697	94.4952	98.3516	95.659	98.6803	89.3023	74.3843	98.8836	93.0231	96.6234	102.8438	95.7984	97.373	79.9485	88.9782	95.5211	86.8859	101.6407	95.4798	93.2188	87.6198	93.6021	88.2658	85.9231	96.0273	98.3041	85.3937	93.7688	93.3837	92.1767	99.0201	94.8291	97.6073	100.6633	95.2481	94.9723	97.8909	91.6876	96.6003	86.9579	73.3193	96.5017	90.3888	99.1602	99.2322
sub-0197	97.0562	102.9157	96.8311	91.6851	73.5954	90.0161	96.5413	87.1049	103.479	89.8877	93.2401	88.5753	92.5532	86.86	85.5502	90.5659	96.2589	86.1606	92.3015	87.274	87.3261	100.3956	93.0698	99.5195	100.5669	95.3065	92.6432	96.0173	92.3598	96.0886	84.9276	75.966	97.5226	96.243	98.4055	101.7171	95.1418	94.1405	79.3058	88.6568	94.5456	84.9742	105.7319	89.4917	93.6167	89.3637	93.8358	87.135	87.1235	91.8337	95.0043	81.9708	90.7012	89.9421	88.8908	100.8404	92.4154	98.0536	107.6688	93.5949	92.8952	91.4388	89.6329	96.9212	87.2128	74.2463	91.2474	94.0869	99.2206	100.8342
sub-0198	94.524	104.1304	96.9423	91.0936	83.6487	90.8166	98.0967	86.2266	103.3763	91.5664	93.5144	86.1992	91.2307	89.6268	90.0	95.2455	96.2751	85.4331	94.4612	87.1057	89.315	101.499	93.996	97.3826	101.4688	95.8255	93.4699	96.2512	92.5282	96.1536	84.862	72.1337	96.004	94.1983	99.6789	100.8405	94.4045	92.5382	79.7734	90.2911	96.5645	86.4981	104.5874	91.0428	94.2868	87.3045	93.7739	87.9066	89.4534	96.1076	95.0794	85.4388	92.467	85.5698	88.8641	101.1036	93.8901	98.1407	100.8325	94.1793	93.1714	94.3759	90.6558	95.6196	83.7642	71.8282	97.34	92.6596	101.4268	101.5577
sub-0199	99.0641	101.2538	96.757	93.0672	79.4705	90.1621	99.6836	88.0031	101.8938	92.5973	94.2858	86.8277	91.2721	90.8522	86.515	96.0984	98.0835	90.4331	95.8454	90.6872	92.5616	100.8287	95.3461	98.8292	97.9867	97.0617	95.0075	99.2161	94.3765	99.005	88.6802	79.0771	99.0159	93.0476	96.5934	102.4038	94.8117	93.1936	77.8387	88.97	94.1849	88.2605	102.0774	89.953	94.3988	86.2455	96.9231	89.7629	85.5077	96.1943	96.9332	88.3818	94.7602	87.3262	89.7809	100.6787	94.2908	97.7432	100.7625	96.3221	94.7437	96.6576	92.8447	96.8758	90.7348	79.8489	97.9049	91.5828	100.6505	100.0411
sub-0200	97.5241	102.9107	95.3346	94.9851	79.4557	90.4933	93.8348	88.4753	104.0375	91.8404	96.0163	89.6518	95.3136	86.3052	86.8234	94.5049	97.8712	87.9039	95.7287	93.3559	90.7002	101.1977	94.1623	98.2879	101.706	96.6852	93.3241	96.6206	94.0419	96.7945	94.8877	78.6588	94.7091	94.6936	98.5745	99.0502	95.0437	92.45	77.8979	87.7226	92.5031	87.2868	103.738	89.5814	96.3853	91.0859	94.9458	86.5315	85.815	96.2687	94.7107	87.9518	92.7666	91.1577	87.4976	100.7089	92.4295	97.1569	100.2522	97.0838	93.0182	92.5534	89.8973	93.7395	92.8534	76.4671	96.4574	92.594	101.6452	100.924
sub-0201	96.6511	101.613	97.5275	92.3545	81.2105	91.4558	96.8854	89.1484	99.292	90.8829	93.6048	86.3106	90.3619	90.6695	85.5364	94.9523	97.3055	88.1158	96.1999	87.4356	91.5593	101.0151	94.6221	97.7322	95.1354	96.9343	95.2942	98.5049	93.1492	98.2524	87.0656	76.768	98.8276	93.334	100.1337	102.3142	95.0901	92.8328	78.8165	90.8618	98.1905	90.6598	99.8706	94.5845	95.6145	87.4668	95.9062	93.1841	85.6125	94.612	97.8924	90.6814	94.7796	87.3317	92.318	99.8137	93.5799	97.9094	97.0941	95.9215	94.3852	98.3205	94.5666	100.5048	90.4469	77.7858	98.9142	91.9723	99.1394	99.6335
sub-0202	94.2845	101.6514	98.0855	93.1789	82.7209	90.8994	98.2081	90.862	99.0704	92.9271	95.842	85.186	97.6193	92.8565	88.7959	94.7374	97.0019	88.8506	95.9619	87.3915	94.2885	99.3325	96.3826	97.8136	98.6595	97.869	95.1329	97.9847	95.0273	98.3341	93.907	81.353	96.7345	92.7217	99.192	99.6805	96.2811	94.82	82.6652	89.5937	96.9943	90.7599	99.2541	93.46	95.2873	88.2135	97.0317	90.7491	87.8082	96.4919	98.0605	90.7421	96.853	90.0077	93.7008	100.0978	95.1936	98.2322	99.3509	96.8095	94.4954	97.3334	93.1227	99.6509	91.4762	81.1012	97.5261	90.9962	99.4614	99.6746
sub-0203	95.5917	105.3621	96.1852	96.3199	78.9128	93.3445	96.0777	86.9989	105.1005	92.4013	93.425	91.3577	93.97	88.6019	91.3205	95.8809	95.4943	85.4612	94.2965	92.5728	89.8617	101.8785	93.6461	100.7831	103.1754	94.8685	94.1066	98.0261	92.3838	97.0618	89.8442	76.8615	95.0774	93.0113	99.4095	102.2882	93.963	95.1278	80.25	92.5918	93.8086	88.2088	105.3102	90.1629	95.2498	90.6107	94.3736	88.7144	91.0392	93.3525	95.042	87.0645	92.0769	91.2203	89.7103	101.0153	92.3386	100.9103	104.7235	94.8388	93.2048	96.3721	90.5226	95.5735	89.0528	74.4081	98.1025	91.5977	103.0364	101.7314
sub-0204	99.3755	105.4063	96.8486	92.6399	82.6315	91.5106	97.9927	90.3128	102.4428	90.4569	94.3172	86.8845	91.5032	90.6043	89.7057	93.3054	97.3064	85.6211	94.7492	90.1104	92.2134	101.0657	94.5619	99.2874	100.1416	97.154	96.2619	96.4623	94.3787	98.6392	88.9741	79.0838	97.0865	94.4732	98.6187	104.9425	94.0998	92.4981	78.3493	89.3616	95.145	88.6521	102.9974	88.8435	94.7324	87.1499	96.4784	87.8792	89.0773	96.5466	95.8107	86.6898	93.3413	88.383	90.0985	101.3669	93.6588	98.7019	99.9138	95.819	96.141	95.402	91.5303	97.6803	85.8987	82.805	97.6827	92.2202	102.1453	102.4226
sub-0205	99.1609	105.9272	98.0655	95.6865	77.0299	91.1361	98.4126	91.0942	104.9486	91.9414	96.2944	91.9585	95.6502	88.3265	89.5995	97.0912	97.8359	89.6557	95.6531	94.7514	92.1655	105.1049	95.7272	101.5525	106.8884	94.9551	95.8934	97.19	94.9778	96.5731	84.7362	75.4103	97.2945	93.7782	98.0945	107.1489	96.1159	94.7827	76.894	88.3521	94.0164	85.0261	106.4564	90.958	96.4885	92.3706	99.743	85.6317	87.0975	96.1676	95.6554	84.245	92.9699	94.2289	91.4302	104.2321	94.0305	100.0637	106.7622	94.5213	94.5057	93.9272	87.8827	96.2338	86.6744	70.1359	98.1859	93.3966	103.0482	102.9852
sub-0206	98.2911	105.1229	98.3562	94.247	77.6813	90.9099	96.8533	88.4669	103.5398	88.6165	93.5896	90.2657	95.2238	87.2813	89.6038	94.7581	96.7487	82.3086	93.5043	91.2398	91.7421	102.3703	94.7601	100.0797	99.9902	95.7402	93.1469	98.9713	94.571	99.276	88.5651	80.5779	100.0219	95.4992	95.0064	104.8976	93.3039	94.8719	79.3342	89.0171	95.2279	88.1759	103.6087	88.1825	95.5207	90.4469	94.6739	85.9559	89.2161	94.8352	96.3184	85.0656	93.4617	90.3018	89.9255	101.1935	92.1173	100.2817	101.5637	94.1563	93.3136	97.6476	90.6929	95.7172	89.1604	79.9719	95.8407	93.4353	101.9776	101.0786
sub-0207	97.1224	102.9612	95.7042	93.532	80.7148	91.3428	96.1177	88.5844	102.1756	92.4103	95.6602	90.6049	95.8586	90.5601	88.3286	95.9966	97.6647	89.1756	96.4889	90.7536	91.6208	99.3428	95.1354	98.8988	99.1933	96.0299	94.5651	97.0247	94.1968	95.8368	89.5745	77.6485	97.5	92.659	99.2509	101.333	95.3275	92.8913	80.8908	90.8163	93.9747	89.6459	102.7377	94.2528	97.2792	91.1693	97.5119	88.7468	88.5647	96.0418	96.1002	91.8384	96.8728	90.3894	92.0158	99.8995	94.3015	97.8363	98.9754	96.3721	95.0072	96.4539	92.9567	96.2464	87.771	79.2716	99.1186	92.1161	100.3772	99.6473
sub-0208	98.578	105.0318	98.1783	90.7474	80.0664	90.638	98.1148	88.8517	101.5975	92.2448	93.7452	86.6933	92.7715	90.9511	89.8136	95.6415	97.509	87.0974	97.6435	88.897	93.1604	101.0255	95.1678	98.9898	97.7854	96.6431	95.6487	98.3861	94.2262	98.9732	87.8835	74.7669	97.0666	92.7292	101.0462	103.3603	94.816	91.5132	78.1912	91.1145	97.7934	88.5311	102.2157	90.3264	95.3453	87.207	93.5585	93.1787	89.3804	96.1657	95.1379	89.2667	94.4705	87.6192	90.5739	99.578	93.6381	98.0408	100.241	95.0526	94.8769	97.3806	92.8924	97.8338	91.6757	75.2019	96.2664	91.7285	100.379	100.2151
sub-0209	98.998	103.9196	97.5373	91.2669	80.2538	91.8477	99.5975	89.5019	101.9831	93.3491	94.1793	86.6944	96.1668	91.2402	89.7312	95.4691	96.5591	85.4157	95.075	89.677	93.3358	101.2573	96.1983	98.2241	101.4457	96.3077	95.1129	97.3058	95.2845	98.6882	85.7547	75.6926	97.1878	93.4758	99.8064	104.5132	96.541	93.9399	80.6672	90.7099	96.8068	89.4279	102.5751	93.4555	93.9461	91.3567	97.0948	89.0315	90.2145	94.9405	95.2339	89.7483	93.7214	92.15	92.4096	99.7815	94.9534	98.228	104.6283	95.511	95.5222	96.137	92.5766	98.0671	84.5303	78.0468	98.184	91.9011	101.0596	101.0667
sub-0210	99.6719	102.6715	96.5275	95.8877	82.2851	91.6742	96.8619	89.7292	102.4525	90.3952	93.834	89.9497	95.4274	90.8038	89.2984	96.6738	95.8881	82.7788	93.8496	93.4001	91.7924	101.2911	95.5222	99.6026	100.1802	96.1534	96.4237	95.4391	94.3003	96.8733	86.5172	74.5293	99.1304	94.6725	98.4343	101.9228	94.9708	94.9506	77.6143	89.4947	94.6294	88.2859	104.6009	92.3224	95.0696	91.4765	94.9762	87.2913	89.7222	96.7929	94.7328	83.2211	91.2204	91.952	89.8699	101.5949	94.119	100.1359	102.1187	93.1413	94.5627	95.5479	89.2898	96.2322	84.6826	76.8844	95.5116	93.9299	101.0848	101.0102
sub-0211	95.6381	101.7351	95.5649	90.6958	79.0768	90.3485	98.4903	89.7994	99.6799	91.3874	92.2733	86.2597	90.232	90.7186	86.4877	95.2916	98.3194	89.5731	95.2246	87.015	90.8978	99.4121	94.1032	97.5677	99.9689	97.5667	94.152	97.0828	93.8346	98.0615	86.4941	72.8095	94.9951	92.7112	98.7905	100.5134	94.493	91.0874	77.7857	90.3245	95.1862	87.4792	101.5195	90.2104	95.1309	85.4775	93.752	89.8137	88.7962	94.9695	97.4643	89.3442	94.26	87.4476	91.2781	99.2641	93.3507	97.1087	100.3015	95.7949	93.682	96.1833	91.2795	97.3446	84.525	76.6426	95.1835	89.4449	99.5689	99.318
sub-0212	96.0429	104.8202	97.3766	92.8075	80.0102	89.077	98.1941	87.9222	104.5417	91.1316	94.903	89.3066	92.8434	88.3265	88.8243	94.8404	96.106	86.3919	96.3603	91.1784	92.0841	102.8669	95.6091	99.7179	101.1752	95.5674	93.0976	97.997	92.834	97.0603	83.3525	75.6943	93.581	92.2095	99.8495	105.4471	93.7693	93.0306	77.5292	89.7642	94.6327	86.7165	106.1702	89.9236	93.6627	91.55	92.8952	88.7471	89.1285	96.1555	96.8433	82.1718	93.7867	90.2206	90.6348	101.5415	93.5078	99.1816	104.0948	93.7379	92.586	94.7498	90.1327	97.0967	85.0868	74.5306	101.4184	93.0899	102.5455	102.7732
sub-0213	99.3174	101.4205	97.8999	87.5332	81.296	89.2453	99.7718	91.129	98.503	90.5506	92.0507	85.0636	89.8784	89.9408	86.7562	95.3899	96.084	83.5277	94.7925	84.2957	92.7675	99.0024	96.2435	97.6874	100.1758	97.3129	95.7326	97.9697	94.9312	100.2375	89.9347	78.5829	94.8815	93.3215	99.3582	102.419	96.6893	91.2867	78.9906	89.1801	97.7681	89.2782	98.5899	92.0598	94.2986	87.2029	91.7062	89.9787	86.7134	94.0987	97.1163	85.2656	93.4489	86.6384	91.5279	97.9921	95.6231	98.0354	103.1209	96.0508	95.2179	98.5955	92.5838	99.0177	85.6219	79.4628	95.728	91.3502	99.1478	99.7232
sub-0214	96.9304	101.9065	95.8483	94.0182	77.3959	87.9542	97.9853	89.6189	100.5842	93.807	93.3163	88.5851	91.5459	90.2076	86.4016	94.9331	96.0829	89.5639	95.3486	93.1291	93.3012	98.6323	94.8789	98.0613	102.2275	95.6561	93.3289	97.8633	94.8369	97.9921	87.8712	75.9198	96.7147	91.4706	98.0914	103.0753	94.3501	94.0336	76.0732	88.4185	96.7684	88.6338	100.1373	94.6245	96.2912	90.5313	95.6905	90.2513	84.5261	93.8867	97.8229	91.5377	96.7679	92.0536	93.061	98.2808	94.6857	98.2334	102.2273	96.5469	93.1246	97.2849	91.9516	96.8975	86.3402	77.8548	94.4825	90.6784	99.8718	100.4199
sub-0215	91.8486	100.9778	96.8788	89.644	75.9428	88.5338	96.1452	86.7768	101.033	91.3542	95.8248	85.9632	90.1369	90.2377	84.0051	96.2842	95.535	82.8806	94.3797	86.9257	91.7307	98.9979	94.6921	97.8726	101.4905	95.3028	94.8835	95.4492	89.2845	96.2101	85.1908	76.25	91.4062	92.7739	92.8652	100.0834	94.7584	89.5684	75.0784	87.0511	93.4989	87.9754	100.5628	89.7295	94.3706	87.0397	96.3485	85.9966	81.6869	97.0015	93.6664	85.785	92.4538	88.3275	90.0908	98.2419	93.4754	96.91	101.3943	95.2959	93.3663	94.6789	87.2124	95.7352	86.9549	72.9429	92.9459	92.0583	99.9584	100.0141
sub-0216	94.2088	100.2903	97.1065	93.5559	73.3314	91.0085	96.1541	87.5286	102.2198	92.3836	94.8175	90.7504	93.5676	90.8299	89.3252	96.5048	97.1053	81.1804	94.637	93.2999	93.2041	101.3788	96.1753	97.4304	98.1551	95.7221	94.676	95.4096	95.169	97.92	85.7767	67.9435	99.1228	95.4926	100.2284	105.8869	95.869	94.1252	77.5663	89.6528	94.7899	85.9278	103.7445	92.4939	97.2848	91.4716	98.2444	89.9838	87.5223	95.7778	95.11	85.5464	93.7671	92.1387	92.4921	100.475	94.6638	97.6694	104.5928	95.3819	93.9696	93.7428	92.2382	97.7274	86.4448	73.9386	98.2093	94.3222	101.6783	102.0445
