Measure:volume	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus-Proper	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus-Proper	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	BrainSegVolNotVentSurf	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	SupraTentorialVolNotVentVox	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol
sub-0039	5755.3	354.0	13849.7	55176.3	7308.3	3297.5	4291.7	1734.7	680.2	1993.6	21229.9	3818.3	1546.2	721.0	592.0	4093.4	0.0	412.3	4107.4	435.2	13530.4	55598.8	7455.1	3367.1	4198.8	1771.1	4005.1	1535.0	582.8	3840.0	11.2	389.9	0.0	892.5	0.0	0.0	0.0	0.0	0.0	150.9	953.6	706.6	773.1	787.2	967.2	1140441.0	1126390.0	1126394.624276	241802.632392	243104.242123	484906.874514	224612.472207	224927.277555	449539.749762	55020.0	650767.874514	1002324.624276	991467.624276	989341.0	1412279.0	0.889529	1.101559	11.0	11.0	22.0	1282072.917977
sub-0040	9117.3	460.1	16176.3	67187.3	8025.2	3987.1	6464.1	2012.5	1300.0	2546.0	23651.0	4659.9	1675.0	1406.5	789.1	4389.5	80.2	788.3	10735.4	413.1	15276.6	65233.1	7477.9	4310.3	6530.2	1987.2	4662.9	1974.0	635.9	4518.7	31.6	716.1	0.0	1219.8	0.0	0.0	0.0	0.0	0.0	228.6	825.4	548.9	512.0	439.3	839.2	1392466.0	1365708.0	1365606.377357	299444.081426	304526.507819	603970.589245	265789.868992	268580.91912	534370.788112	65416.0	801208.589245	1227100.377357	1205388.377357	1203767.0	1764768.0	0.783888	0.993476	29.0	23.0	52.0	1776357.318161
sub-0041	4220.5	357.6	14735.7	53351.2	7816.5	3728.2	6091.5	2054.5	960.2	2340.7	21749.2	3758.8	1397.7	854.6	629.8	3713.2	30.6	332.8	4955.7	288.5	13773.3	54382.2	7443.3	4061.0	5901.1	2016.9	3781.1	1370.0	722.9	3993.3	36.5	347.5	0.0	1101.2	0.0	0.0	0.0	0.0	0.0	171.2	911.0	588.1	545.6	447.6	963.2	1137377.0	1123563.0	1123423.467684	237960.365154	239186.765089	477147.130242	225172.259551	226708.077891	451880.337442	59979.0	644229.130242	1000150.467684	990296.467684	989047.0	1446202.0	0.938775	1.193675	13.0	10.0	23.0	1211554.573673
sub-0042	5250.5	209.3	15683.5	61232.3	9065.0	3345.4	6165.2	1976.9	624.8	1916.5	25367.9	4840.7	1580.7	673.6	658.5	4401.2	24.2	455.4	4036.5	404.9	15403.5	61051.7	8080.6	3534.4	6291.6	2129.6	4459.7	1719.5	583.2	4590.3	19.2	472.7	0.0	1053.7	0.0	0.0	0.0	0.0	0.0	170.7	884.4	566.9	518.7	559.0	732.5	1273857.0	1260747.0	1261093.276201	262867.140672	263859.930692	526727.071364	257052.209648	260732.995189	517785.204838	64589.0	713453.071364	1121090.276201	1110964.276201	1108643.0	1574544.0	0.798593	0.987097	13.0	14.0	27.0	1595125.765693
sub-0043	4981.1	406.1	12815.7	54087.9	7974.4	4256.0	5708.0	2267.2	731.6	1969.0	22202.5	4208.4	1469.9	731.0	750.9	4439.8	23.0	512.1	5316.1	273.1	12241.8	52096.4	7458.7	4402.4	5513.2	1935.4	4280.7	1497.2	640.4	4588.9	13.8	507.5	0.0	927.1	0.0	0.0	0.0	0.0	0.0	153.5	1062.3	666.8	503.6	628.0	804.1	1222128.0	1207592.0	1207512.216056	258593.300782	255484.51058	514077.811362	252028.346948	248999.057745	501027.404694	62907.0	682385.811362	1090723.216056	1079421.216056	1077975.0	1520518.0	0.7765	0.966088	15.0	12.0	27.0	1573892.518748
sub-0044	4158.2	247.1	15551.3	59625.0	8698.5	4053.7	5612.5	2127.9	746.6	1708.2	23164.8	4602.6	1708.1	724.0	949.3	4790.1	31.5	457.0	3618.7	369.6	14703.1	57561.2	7795.7	4218.6	5580.3	2250.5	4509.2	2034.7	773.6	4844.2	11.8	628.1	0.0	1070.1	0.0	0.0	0.0	0.0	0.0	173.5	1190.8	731.9	728.1	739.9	1042.1	1275426.0	1263702.0	1264042.64112	273302.871978	266786.566465	540089.438443	256664.81869	254328.383987	510993.202677	66413.0	723797.438443	1128691.64112	1119826.64112	1117040.0	1568657.0	0.880905	1.083433	14.0	14.0	28.0	1447858.351082
sub-0045	5378.1	206.1	16027.8	60171.2	9338.3	4292.2	5957.1	2100.3	923.9	1931.2	26829.6	4667.8	1761.2	956.5	887.4	4562.7	85.6	586.0	5451.7	312.6	16359.4	60928.6	8682.2	4531.4	5852.1	2087.5	4607.2	1980.6	839.0	4665.6	13.8	686.6	0.0	783.3	0.0	0.0	0.0	0.0	0.0	134.3	1109.6	677.2	541.2	503.6	1089.0	1400032.0	1384451.0	1384736.407116	309406.822941	313570.797759	622977.620701	270139.365835	270936.42058	541075.786415	68520.0	812323.620701	1246224.407116	1234173.407116	1232258.0	1743727.0	0.852972	1.062369	20.0	6.0	26.0	1641357.40128
sub-0046	5918.2	215.3	12404.8	50730.5	7936.6	3948.2	5063.2	1756.7	663.4	1659.9	19257.2	4154.1	1438.2	800.7	818.3	3840.1	29.0	555.6	4878.3	323.5	12822.1	50110.8	7562.3	4182.9	5091.6	1794.5	4416.8	1689.8	819.0	3937.7	45.3	500.8	0.0	975.6	0.0	0.0	0.0	0.0	0.0	197.7	1131.2	699.3	536.4	610.2	1022.7	1211059.0	1196331.0	1196197.094145	271701.582896	266020.31633	537721.899226	239710.394361	233995.800557	473706.194918	60009.0	698243.899226	1084772.094145	1072954.094145	1071470.0	1506518.0	0.929972	1.156855	12.0	17.0	29.0	1302253.120518
sub-0047	5935.6	335.7	12561.9	52063.6	6615.9	3251.3	5028.7	1604.5	1088.7	1548.0	18913.2	3317.4	1396.6	1236.6	563.9	3390.6	39.5	448.9	5491.0	378.0	12511.1	51771.5	6253.5	3306.5	5184.6	1609.0	3313.2	1567.4	541.4	3487.6	43.3	480.6	0.0	1040.1	0.0	0.0	0.0	0.0	0.0	144.5	863.8	385.2	576.0	447.3	769.4	1147321.0	1131089.0	1130883.98187	259742.840937	258303.005604	518045.846541	216822.470101	216758.665227	433581.135329	52049.0	673486.846541	1017645.98187	1005111.98187	1003821.0	1455494.0	0.848212	1.076043	19.0	8.0	27.0	1352635.107834
sub-0048	8628.9	599.7	13334.2	62236.2	6751.2	3905.3	5231.8	1907.7	646.7	1584.8	19987.4	3905.4	1515.7	777.0	636.6	3981.0	29.0	303.2	4438.9	530.1	13476.7	61719.2	6920.2	3952.2	5392.5	1849.4	4417.5	1513.4	643.3	4023.9	31.7	406.6	0.0	739.1	0.0	0.0	0.0	0.0	0.0	164.9	985.3	592.9	437.1	450.8	951.8	1082185.0	1065029.0	1064971.131724	227538.048097	228987.516475	456525.564572	201318.596407	200631.970744	401950.567152	57977.0	637379.564572	932040.131724	917678.131724	916415.0	1363483.0	0.848342	1.068856	16.0	9.0	25.0	1275646.579865
sub-0049	10114.2	494.8	14928.1	55002.7	6975.7	4021.6	4526.9	2029.1	735.5	1793.9	20634.6	3762.7	1503.8	1182.7	653.5	3820.0	26.9	567.1	9213.2	439.9	14268.6	54360.0	6707.4	4097.8	4491.5	2020.1	3996.9	1616.7	550.3	3700.4	31.1	547.6	0.0	869.2	0.0	0.0	0.0	0.0	0.0	116.0	1182.5	631.4	539.6	532.3	1077.5	1087697.0	1063425.0	1063553.978225	229692.144871	227881.918578	457574.063449	207105.957091	206085.957685	413191.914776	55919.0	622240.063449	948855.978225	928070.978225	926492.0	1373102.0	0.875783	1.105583	14.0	22.0	36.0	1241971.165177
sub-0050	8389.6	296.4	12700.3	50533.7	7396.9	3859.8	5108.0	1798.0	629.6	1228.8	19004.7	3757.4	1303.5	745.8	573.8	3855.9	37.9	437.7	7633.6	241.5	11645.6	49172.8	7233.3	3974.3	5186.2	1795.3	3706.1	1269.9	548.5	3907.7	44.7	485.9	0.0	757.1	0.0	0.0	0.0	0.0	0.0	127.1	1053.7	644.0	468.2	455.3	925.9	1023500.0	1004192.0	1003904.59267	221527.423831	216803.750393	438331.174224	194484.821182	191730.597263	386215.418446	56818.0	594258.174224	899712.59267	882790.59267	881607.0	1288517.0	0.876773	1.103798	7.0	5.0	12.0	1167348.605998
sub-0051	4231.4	157.9	14811.7	54597.8	6704.8	3532.0	5347.7	1970.4	631.2	2087.4	21961.4	3931.5	1441.6	889.6	703.4	4008.9	50.3	398.0	4691.7	298.2	14609.3	53912.8	6889.4	3768.9	5335.0	2028.0	3810.4	1383.6	706.8	3917.2	17.6	393.9	0.0	864.8	0.0	0.0	0.0	0.0	0.0	187.8	795.1	552.9	795.1	860.1	961.0	1142366.0	1129476.0	1129500.682888	234770.452591	236322.664801	471093.117392	232947.802713	232461.762784	465409.565496	56884.0	636096.117392	1004485.682888	994918.682888	993254.0	1422317.0	0.835565	1.040331	8.0	6.0	14.0	1367177.983431
sub-0052	4832.3	304.1	15724.4	61421.2	8371.9	4048.7	5946.5	2185.9	940.2	2268.4	24962.7	4434.0	1842.8	1101.7	996.8	4739.8	40.7	386.9	5539.7	215.5	15608.6	59868.7	8215.7	4565.4	5979.6	2232.0	4457.6	1756.2	791.9	4574.1	12.3	567.6	0.0	1229.0	0.0	0.0	0.0	0.0	0.0	182.7	1019.6	573.3	868.6	737.1	971.6	1408903.0	1393928.0	1393815.834577	305807.321219	307474.359297	613281.680516	279699.719456	282395.434606	562095.154062	66960.0	801792.680516	1255594.834577	1244643.834577	1242324.0	1735313.0	0.873568	1.075954	19.0	9.0	28.0	1612813.686328
sub-0053	5808.5	202.3	11998.2	61317.1	6466.5	3299.4	4533.1	1571.4	842.3	1299.5	19216.1	3557.3	984.8	952.2	758.0	3399.4	50.2	449.1	7286.1	223.7	11184.0	58432.4	6572.5	3376.3	4426.6	1588.3	3573.3	1319.9	670.3	3194.9	20.5	469.1	0.0	815.8	0.0	0.0	0.0	0.0	0.0	131.7	985.4	490.0	585.5	576.2	827.2	1102302.0	1085378.0	1085443.993673	244111.271226	244861.831967	488973.103192	201594.032591	203302.85789	404896.89048	50764.0	658347.103192	959994.993673	945984.993673	944508.0	1381508.0	0.761085	0.953863	16.0	12.0	28.0	1448329.281742
sub-0054	9342.3	830.6	12059.7	53967.9	6293.3	4180.9	6182.0	1804.8	1379.8	3374.6	20771.8	4021.3	1631.9	878.9	643.9	3757.5	39.6	667.6	7092.8	455.1	12135.3	54725.9	6128.8	4327.1	6299.4	1822.5	4064.6	1463.1	643.5	3796.5	30.3	390.8	0.0	756.1	0.0	0.0	0.0	0.0	0.0	173.8	804.3	430.2	371.7	437.0	713.8	1074795.0	1051119.0	1050896.486344	227541.828062	225738.576836	453280.404898	205696.628779	202981.452667	408678.081446	58285.0	619264.404898	939528.486344	921315.486344	920377.0	1374269.0	0.72869	0.931727	9.0	6.0	15.0	1474969.459443
sub-0055	21972.9	1059.3	15619.9	59006.6	8012.2	3674.0	5535.4	2104.6	1134.8	3288.5	23000.4	3749.0	1625.8	973.6	693.7	4329.4	24.1	579.7	18186.8	788.5	15858.2	59289.6	7737.5	3852.8	5610.7	1986.8	3990.5	1513.3	769.1	4346.5	24.6	627.1	0.0	1669.6	0.0	0.0	0.0	0.0	0.0	143.2	1043.6	513.8	401.0	451.7	967.5	1329785.0	1281831.0	1281711.036715	263551.160726	261692.682367	525243.843093	274515.501655	272589.691966	547105.193622	61019.0	704580.843093	1178238.036715	1135444.036715	1133400.0	1664838.0	0.852912	1.067811	20.0	10.0	30.0	1559112.265607
sub-0056	7085.0	303.1	12645.5	56022.7	6610.6	3913.2	4567.9	1851.1	816.8	1869.2	20425.2	4075.0	1544.8	988.3	734.4	3942.3	58.6	463.8	6113.3	547.8	12803.4	54466.9	6475.5	4028.9	4457.7	1615.5	4338.1	1620.9	710.4	3963.8	26.6	730.2	0.0	733.7	0.0	0.0	0.0	0.0	0.0	175.3	822.1	532.6	467.6	410.5	793.1	1146604.0	1128463.0	1128419.08037	254330.959726	251778.473456	506109.433182	216767.780924	215551.866264	432319.647188	56265.0	671896.433182	1010669.08037	995999.08037	994656.0	1467391.0	0.988847	1.265498	14.0	8.0	22.0	1159536.339825
sub-0057	4104.1	171.3	11993.0	48631.4	6021.2	2867.3	4173.6	1637.6	713.7	1942.0	16887.7	3504.0	1093.4	667.4	519.0	3199.1	64.1	415.9	4357.9	330.0	11416.2	49296.6	5828.3	2981.1	4184.1	1562.1	3478.6	1150.5	483.3	3276.5	22.6	412.4	0.0	1355.8	0.0	0.0	0.0	0.0	0.0	103.0	817.8	495.7	537.7	413.6	678.3	933198.0	920873.0	920797.752838	203387.568571	203063.99993	406451.5685	174157.198113	173392.986225	347550.184338	47341.0	550948.5685	811759.752838	802531.752838	801412.0	1196681.0	0.921581	1.181785	8.0	8.0	16.0	1012605.008482
sub-0058	5885.4	444.8	14252.4	68085.5	8031.4	4505.4	6080.5	1919.6	990.1	2534.5	23472.8	4248.9	1694.2	1016.6	747.3	4573.9	30.8	564.5	6636.4	436.6	13900.2	67580.3	7383.2	4432.1	6048.5	1754.3	4114.9	1718.9	768.0	4767.1	82.3	383.7	0.0	1158.9	0.0	0.0	0.0	0.0	0.0	157.6	865.9	629.9	495.9	443.7	851.4	1342227.0	1324301.0	1324623.235299	291493.724155	292212.92978	583706.653936	259270.615946	255621.965417	514892.581363	64270.0	783031.653936	1178091.235299	1164464.235299	1162490.0	1693697.0	0.838569	1.058153	20.0	32.0	52.0	1600616.506302
sub-0059	3139.4	200.3	11726.3	54569.1	7502.1	3308.7	5247.5	1944.8	632.9	1637.5	20363.1	4042.9	1639.6	902.6	714.5	3969.7	46.3	339.1	3315.5	472.6	11647.3	53768.2	7363.5	3569.7	5118.5	1984.2	3937.5	1630.1	617.9	3726.7	55.8	399.6	0.0	1127.0	0.0	0.0	0.0	0.0	0.0	126.7	1009.9	566.9	795.2	699.8	755.1	1152210.0	1142257.0	1142582.286974	251034.625246	250681.471632	501716.096878	227654.856822	225098.333275	452753.190097	58046.0	667484.096878	1021091.286974	1013995.286974	1012154.0	1415806.0	0.767191	0.942705	10.0	10.0	20.0	1501855.143357
sub-0060	5561.6	373.7	13984.2	56973.4	7244.7	3629.5	4537.5	1742.3	976.9	1901.2	20693.1	4146.9	1359.9	928.3	835.7	3995.0	29.7	438.3	5269.3	358.8	12749.4	55154.7	6840.7	3872.1	4517.3	1672.1	4264.4	1604.8	645.9	3802.5	27.3	707.2	0.0	644.9	0.0	0.0	0.0	0.0	0.0	162.0	922.5	512.5	781.9	799.9	860.4	1220804.0	1205004.0	1205379.575566	282529.87751	276518.79958	559048.67709	227197.807614	225857.090862	453054.898477	56238.0	726925.67709	1081965.575566	1069788.575566	1067864.0	1500477.0	0.811054	0.996857	14.0	14.0	28.0	1505207.336789
sub-0061	6428.9	313.8	12054.8	50248.1	7468.2	4069.8	4831.5	1726.2	665.0	1990.0	20919.2	3900.4	1309.9	767.0	793.5	3881.2	38.7	394.3	3624.7	347.5	11751.3	48935.4	7488.5	4121.5	4762.1	1612.6	4293.2	1462.4	683.5	4071.3	59.8	548.4	0.0	1254.0	0.0	0.0	0.0	0.0	0.0	134.1	743.0	552.3	595.9	472.1	668.3	1195129.0	1181018.0	1181232.392913	276585.676877	279916.887255	556502.564132	223064.637861	221963.19092	445027.828781	58027.0	713159.564132	1072019.392913	1061072.392913	1059301.0	1481857.0	0.872668	1.082033	24.0	13.0	37.0	1369511.409073
sub-0062	6255.6	234.6	16159.4	71445.6	7334.5	3955.0	4572.6	1688.1	864.4	1635.6	22367.4	3864.9	1426.8	1159.7	813.5	3853.1	71.0	475.2	5018.3	295.6	15192.4	71443.5	6963.8	3972.2	4455.4	1593.7	3803.9	1627.2	686.3	3927.2	38.8	614.9	0.0	771.6	0.0	0.0	0.0	0.0	0.0	197.3	865.4	566.8	630.3	556.0	883.5	1099983.0	1084223.0	1084013.379841	233059.484911	229912.052406	462971.537317	197718.132156	194627.710368	392345.842524	55967.0	661133.537317	925581.379841	913250.379841	911420.0	1404793.0	0.864624	1.104215	13.0	8.0	21.0	1272209.610922
sub-0063	4565.0	280.1	12243.8	50779.0	6396.3	3303.0	4964.8	2024.6	714.1	2108.2	19738.7	3697.4	1398.4	831.9	666.6	3895.4	90.4	376.2	4663.6	240.0	12058.1	50867.7	6413.3	3519.8	5039.5	1762.6	3726.3	1445.8	628.9	3874.5	21.9	436.7	0.0	682.6	0.0	0.0	0.0	0.0	0.0	142.2	1068.4	653.1	853.6	839.0	1092.2	1099623.0	1086311.0	1086141.947329	230135.883926	234108.596005	464244.479931	222239.728718	221254.73868	443494.467398	54329.0	619467.479931	973484.947329	963553.947329	962215.0	1395139.0	0.939757	1.19231	10.0	5.0	15.0	1170114.002443
sub-0064	8597.6	463.3	12200.3	54712.9	6131.2	3359.5	4720.4	1569.6	1108.4	1499.7	17893.8	3514.1	1561.7	1093.8	576.0	3559.7	28.3	634.8	7216.7	308.5	12593.5	54043.9	5943.2	3473.6	4659.9	1625.5	3895.6	1525.3	700.4	3694.6	19.6	675.5	0.0	1023.5	0.0	0.0	0.0	0.0	0.0	151.6	828.2	559.0	475.3	439.4	1008.4	1005516.0	984512.0	984271.861066	220822.240622	219438.34556	440260.586182	179939.6564	180452.618483	360392.274884	52108.0	600316.586182	872003.861066	854468.861066	852894.0	1294093.0	0.868519	1.117779	30.0	30.0	60.0	1157736.089383
sub-0065	11142.1	391.7	11529.6	47403.2	6785.3	3797.1	5045.2	1825.0	1327.1	2267.0	18980.6	4028.0	1315.7	1316.8	636.7	3782.7	25.4	727.3	8370.1	275.5	10737.8	46769.2	6996.8	3982.6	5059.9	1729.9	4176.7	1420.2	547.3	3883.1	38.8	773.7	0.0	978.7	0.0	0.0	0.0	0.0	0.0	136.2	948.2	502.9	471.7	464.7	1015.5	1098515.0	1072697.0	1072598.703286	237308.089503	240503.0793	477811.168802	210915.918647	212870.615836	423786.534483	56670.0	627934.168802	980491.703286	959366.703286	958301.0	1411136.0	0.862155	1.107511	19.0	15.0	34.0	1274150.700682
sub-0066	4714.2	586.8	14815.2	54175.9	8153.6	4084.5	6312.2	2044.6	809.3	1648.1	24370.4	4415.0	1733.9	758.6	855.0	4725.0	34.9	587.6	5081.1	413.2	14357.9	52662.3	8037.9	4120.1	6180.6	2117.3	4452.3	1686.5	823.9	4660.4	59.2	564.9	0.0	1610.0	0.0	0.0	0.0	0.0	0.0	188.6	1104.4	740.2	778.2	705.5	1034.8	1237564.0	1223530.0	1223427.158307	257393.855098	254899.187927	512293.043025	254344.711784	255264.403498	509609.115282	66428.0	685805.043025	1101629.158307	1090497.158307	1088352.0	1550541.0	0.941204	1.179232	18.0	14.0	32.0	1314873.090574
sub-0067	8394.5	571.4	12868.0	57224.8	7072.8	3557.7	4964.8	1873.2	870.3	2396.9	20836.7	3647.3	1409.1	1120.4	645.3	3862.3	56.5	786.3	6241.3	738.9	12674.9	56752.3	6846.5	3616.3	4869.8	1815.1	3908.7	1448.5	591.1	3977.9	47.7	658.4	0.0	630.5	0.0	0.0	0.0	0.0	0.0	150.8	815.0	480.9	459.6	390.8	785.4	1129737.0	1108653.0	1108834.379392	241946.046592	242924.095093	484870.141685	215616.687298	214896.550409	430513.237707	55687.0	653927.141685	989385.379392	972509.379392	970844.0	1418319.0	0.776809	0.975238	16.0	16.0	32.0	1454330.520659
sub-0068	4138.4	353.6	13170.5	50398.6	6730.5	3687.7	4701.9	1829.3	864.6	2052.4	19556.5	3862.4	1432.9	780.2	610.9	3967.1	23.1	353.7	3812.9	329.7	12310.7	49980.4	6618.1	3717.9	4820.4	1930.2	3906.4	1644.5	582.6	3797.3	14.3	350.4	0.0	771.2	0.0	0.0	0.0	0.0	0.0	105.0	1024.9	622.9	534.2	701.5	886.2	1138652.0	1126409.0	1126384.458888	244377.638664	248612.551325	492990.189989	225112.901393	228909.367506	454022.268899	55225.0	647708.189989	1012539.458888	1003766.458888	1002199.0	1407664.0	0.959976	1.186775	12.0	7.0	19.0	1186125.767314
sub-0069	5193.4	306.4	14106.7	53250.5	6874.7	3617.5	5061.9	1762.0	936.1	2550.9	20378.1	3684.2	1340.9	939.0	674.3	3895.5	49.9	443.1	4270.8	325.7	13948.8	53768.0	6362.1	3641.4	4898.4	1791.8	3851.2	1505.3	699.8	3983.7	26.9	411.6	0.0	1033.7	0.0	0.0	0.0	0.0	0.0	154.3	843.7	441.7	564.6	485.9	852.9	1108817.0	1094167.0	1094148.375352	231636.708557	232970.503	464607.211557	220290.849198	221082.314596	441373.163795	54969.0	626102.211557	972481.375352	962103.375352	960907.0	1401484.0	0.907814	1.147427	7.0	8.0	15.0	1221414.088014
sub-0070	9465.3	385.6	14539.3	58343.7	8023.9	4501.8	6903.0	2132.4	1030.4	2445.7	21232.9	4532.0	1742.5	1011.1	730.0	4251.3	60.9	451.1	7884.7	375.0	13226.7	58129.6	7573.7	4638.8	6954.3	2148.3	4704.8	1729.7	711.3	4291.9	37.2	654.2	0.0	769.8	0.0	0.0	0.0	0.0	0.0	163.1	963.1	614.0	498.3	555.0	924.3	1315428.0	1292486.0	1292467.855941	281267.238211	284962.513539	566229.75175	257387.462525	258709.641666	516097.104191	66928.0	749766.75175	1169978.855941	1151340.855941	1149206.0	1643488.0	0.749391	0.936285	8.0	16.0	24.0	1755328.487204
sub-0071	6428.6	254.7	15086.9	64757.9	7136.2	4738.3	5689.3	2238.0	754.7	2083.6	23303.0	4196.7	1475.3	1080.6	582.5	4479.0	96.3	651.8	4427.9	610.3	14267.0	61982.7	7490.9	4678.8	5773.5	2153.7	4376.2	1650.4	710.4	4331.4	26.6	550.2	0.0	1232.5	0.0	0.0	0.0	0.0	0.0	143.8	900.4	536.8	519.5	625.3	803.5	1265713.0	1249893.0	1249974.54532	270441.219294	270967.707644	541408.926937	244886.176867	245553.441516	490439.618382	63298.0	731284.926937	1109193.54532	1097068.54532	1095048.0	1568195.0	0.774568	0.959675	7.0	12.0	19.0	1634089.751352
sub-0072	8636.2	362.9	12439.8	55123.0	7248.5	3845.2	5057.3	1977.6	733.1	1552.6	19598.3	3725.6	1559.8	785.7	627.7	4187.2	39.6	736.5	8715.8	228.0	12568.2	56220.2	7367.3	4008.7	5002.8	1912.3	3758.3	1587.2	626.1	4052.6	15.1	714.3	0.0	1005.8	0.0	0.0	0.0	0.0	0.0	164.4	833.3	598.9	533.8	537.1	1132.8	1178586.0	1157016.0	1157128.740512	246516.278406	254800.767532	501317.045937	230063.983792	233010.710782	463074.694574	57991.0	670204.045937	1042950.740512	1024182.740512	1022170.0	1455668.0	0.904179	1.116749	10.0	7.0	17.0	1303487.747039
sub-0073	9627.2	458.6	11724.7	49642.3	7141.9	3839.7	5023.1	1905.7	886.1	2453.3	19421.6	3579.9	1406.1	1002.0	726.8	3860.3	23.0	569.8	5652.0	394.1	11484.7	50025.0	6729.1	4019.8	5004.9	1786.1	3907.4	1500.3	637.3	4077.8	15.4	522.9	0.0	867.8	0.0	0.0	0.0	0.0	0.0	139.8	991.2	550.4	490.7	515.5	968.0	1079567.0	1058891.0	1058886.185127	234745.049795	235443.379787	470188.429583	206675.464827	204578.290718	411253.755544	56887.0	625578.429583	956316.185127	939685.185127	938245.0	1360071.0	0.909455	1.145758	11.0	13.0	24.0	1187048.694322
sub-0074	8138.0	302.4	15122.9	63423.0	9929.0	5041.0	7022.0	2555.9	1038.7	2440.0	26074.7	5356.1	2041.9	1111.5	990.6	5120.0	48.7	556.6	6673.4	273.0	15332.8	64878.5	9421.4	5313.7	7342.1	2480.2	5091.6	2143.6	915.7	5112.5	23.4	735.0	0.0	1152.2	0.0	0.0	0.0	0.0	0.0	159.1	1079.0	636.8	611.7	570.5	1057.5	1520629.0	1500430.0	1500480.647835	329710.109427	327000.888585	656710.998012	303515.502091	306001.147733	609516.649824	77329.0	861728.998012	1361172.647835	1345333.647835	1343436.0	1870561.0	0.775115	0.953487	17.0	12.0	29.0	1961809.725767
sub-0075	6954.9	261.6	14678.5	61777.2	8661.6	3795.7	6057.0	2162.3	745.5	2631.6	25822.4	4969.5	1912.0	933.3	1001.6	5186.8	49.1	525.1	8568.6	304.5	14033.8	62101.8	8284.0	4042.3	5836.2	2043.1	4896.5	2024.2	743.8	5124.9	38.8	587.3	0.0	1271.8	0.0	0.0	0.0	0.0	0.0	188.0	1272.8	686.2	562.2	683.0	1026.0	1339513.0	1318890.0	1318521.049176	272934.912827	278900.63174	551835.544567	271988.110029	275161.39458	547149.504609	68557.0	743937.544567	1185792.049176	1169207.049176	1167819.0	1699993.0	0.788148	1.000249	27.0	11.0	38.0	1699569.476078
sub-0076	5141.8	758.8	15716.2	52908.4	8123.8	4008.5	5889.2	1927.9	1181.7	1671.8	22970.8	4606.1	1679.2	1091.8	879.8	4506.1	21.7	504.1	6937.9	394.8	14747.7	51618.7	7644.6	4381.1	5834.9	2107.7	4679.8	1860.4	758.7	4413.6	30.3	542.7	0.0	1621.3	0.0	0.0	0.0	0.0	0.0	210.5	1170.6	770.6	721.9	663.8	1255.7	1406310.0	1389071.0	1389040.697675	290320.667854	289324.277406	579644.94526	306226.090319	304403.662096	610629.752415	64880.0	749291.94526	1270659.697675	1257163.697675	1255039.0	1738867.0	0.865656	1.070362	6.0	3.0	9.0	1624560.177194
sub-0077	4214.2	161.2	11432.3	51947.3	7034.7	3043.3	4638.1	2049.3	761.0	1410.3	19454.7	3943.0	1359.3	918.5	641.6	3687.1	13.4	651.8	3964.2	184.2	11142.0	51386.7	6832.0	3130.3	4711.0	1898.0	4403.1	1731.4	600.5	3867.9	22.2	552.1	0.0	1772.4	0.0	0.0	0.0	0.0	0.0	139.4	730.5	368.6	589.4	435.3	892.3	1043082.0	1031018.0	1030822.992986	225678.574408	224270.469045	449949.043452	202099.027804	199356.921729	401455.949534	55530.0	607932.043452	917225.992986	907996.992986	907021.0	1343918.0	0.725279	0.934457	19.0	25.0	44.0	1438180.560507
sub-0078	7660.0	375.5	13375.7	55048.0	6634.0	3640.0	4763.4	1841.8	1332.9	1603.7	19385.0	3855.0	1451.8	1215.1	488.7	3672.0	60.1	849.6	6461.2	419.8	13352.0	54978.6	6329.6	3552.1	4709.3	1714.2	3948.3	1316.5	509.4	3689.2	12.1	816.0	0.0	703.0	0.0	0.0	0.0	0.0	0.0	196.8	901.1	477.4	484.4	648.7	1021.9	1183727.0	1163738.0	1163281.061313	253817.400497	254177.81412	507995.214616	234377.790568	231772.056128	466149.846696	53603.0	671397.214616	1045339.061313	1029336.061313	1028110.0	1501823.0	0.842403	1.068776	6.0	8.0	14.0	1405179.745512
