lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0063	869.0	904.0	989.0	1022.0	549.0	1552.0	1153.0	814.0	520.0	270.0	1577.0	867.0	222.0	827.0	2820.0	4294.0	540.0	528.0	1845.0	1065.0	1080.0	2059.0	821.0	1726.0	1690.0	1531.0	1721.0	1427.0	1490.0	1816.0	732.0	398.0	324.0	1420.0	525.0	513.0	2011.0	2423.0	218.0	289.0	670.0	1271.0	1222.0	2085.0	2031.0	780.0	303.0	1041.0	1049.0	757.0	276.0	1719.0	929.0	1659.0	137.0	1661.0	779.0	1004.0	781.0	781.0	1454.0	304.0	556.0	1080.0	1347.0	859.0	1680.0	1296.0	687.0	429.0	837.0	1127.0	4685.0	293.0	85013.0	1086311.0	1170114.002443
sub-0064	722.0	1071.0	968.0	895.0	436.0	1341.0	781.0	890.0	392.0	169.0	1235.0	933.0	312.0	706.0	2512.0	4838.0	388.0	405.0	1376.0	816.0	1099.0	1878.0	780.0	1584.0	1604.0	1912.0	1864.0	1239.0	1478.0	1893.0	607.0	97.0	266.0	1288.0	491.0	609.0	1779.0	1851.0	175.0	264.0	662.0	1224.0	1040.0	1651.0	1576.0	641.0	347.0	849.0	1002.0	697.0	405.0	1230.0	912.0	1965.0	304.0	1864.0	563.0	618.0	531.0	647.0	1157.0	283.0	361.0	877.0	1422.0	772.0	2001.0	1075.0	720.0	503.0	682.0	965.0	3823.0	310.0	77633.0	984512.0	1157736.089383
sub-0065	869.0	1056.0	973.0	1247.0	549.0	1559.0	947.0	1053.0	354.0	151.0	1200.0	1054.0	320.0	690.0	3171.0	4865.0	492.0	576.0	1429.0	747.0	1107.0	1625.0	731.0	1735.0	2007.0	1967.0	1817.0	1460.0	1740.0	1920.0	726.0	609.0	380.0	1423.0	493.0	579.0	1688.0	2047.0	232.0	155.0	754.0	1252.0	1050.0	1320.0	2129.0	807.0	385.0	906.0	1161.0	600.0	265.0	1609.0	1230.0	2223.0	340.0	2066.0	701.0	835.0	746.0	664.0	1459.0	343.0	492.0	952.0	1450.0	1070.0	1976.0	1217.0	1010.0	332.0	698.0	1318.0	5226.0	298.0	86626.5	1072697.0	1274150.700682
sub-0066	981.0	1075.0	964.0	1188.0	581.0	1538.0	901.0	1019.0	488.0	213.0	1402.0	902.0	342.0	880.0	3279.0	4851.0	471.0	557.0	1377.0	1080.0	1169.0	1843.0	1132.0	1551.0	1538.0	2740.0	2504.0	1577.0	1989.0	1791.0	741.0	195.0	482.0	1186.0	489.0	551.0	1876.0	1453.0	185.0	162.0	1012.0	1484.0	1188.0	1577.0	2226.0	745.0	349.0	916.0	1245.0	939.0	293.0	1461.0	944.0	2026.0	177.0	2366.0	928.0	825.0	419.0	584.0	1380.0	301.0	453.0	967.0	1439.0	960.0	2262.0	1808.0	1285.0	496.0	855.0	986.0	3476.0	296.0	87912.0	1223530.0	1314873.090574
sub-0067	789.0	1391.0	1017.0	902.0	642.0	1489.0	968.0	916.0	437.0	187.0	1684.0	875.0	291.0	775.0	3207.0	5118.0	451.0	538.0	1494.0	865.0	1548.0	2040.0	1156.0	1735.0	2049.0	1902.0	2112.0	1591.0	1607.0	1952.0	639.0	268.0	346.0	1409.0	535.0	786.0	1791.0	1981.0	311.0	252.0	804.0	1407.0	1182.0	2148.0	2145.0	714.0	509.0	940.0	1114.0	794.0	404.0	1250.0	974.0	2139.0	189.0	2033.0	815.0	680.0	559.0	689.0	1542.0	336.0	513.0	1039.0	1502.0	895.0	1819.0	1352.0	793.0	562.0	569.0	1184.0	4140.0	337.0	88119.1	1108653.0	1454330.520659
sub-0068	712.0	1028.0	1060.0	1010.0	434.0	1510.0	905.0	1049.0	335.0	249.0	1372.0	1065.0	287.0	701.0	3249.0	5179.0	439.0	471.0	1358.0	1011.0	925.0	1981.0	1178.0	1736.0	1302.0	2188.0	2091.0	1255.0	1393.0	1765.0	762.0	454.0	373.0	1437.0	496.0	930.0	1740.0	1652.0	195.0	183.0	909.0	1363.0	1182.0	1663.0	1710.0	832.0	325.0	998.0	1166.0	753.0	438.0	1341.0	1120.0	2131.0	188.0	2064.0	547.0	815.0	343.0	549.0	1480.0	167.0	493.0	871.0	1727.0	927.0	2065.0	1199.0	771.0	423.0	843.0	1100.0	4077.0	282.0	84320.2	1126409.0	1186125.767314
sub-0069	782.0	1049.0	1143.0	1180.0	547.0	1828.0	770.0	971.0	375.0	185.0	1223.0	980.0	292.0	713.0	2932.0	4823.0	452.0	429.0	1396.0	891.0	1139.0	2014.0	984.0	1608.0	1314.0	2032.0	1765.0	1530.0	1593.0	1821.0	606.0	471.0	431.0	1281.0	437.0	619.0	1658.0	1645.0	203.0	282.0	884.0	1335.0	1198.0	1723.0	2041.0	874.0	309.0	946.0	1007.0	815.0	363.0	1805.0	954.0	1812.0	53.0	1822.0	860.0	797.0	455.0	578.0	1343.0	236.0	434.0	1078.0	1066.0	827.0	1753.0	1216.0	978.0	522.0	828.0	1138.0	3287.0	314.0	82043.8	1094167.0	1221414.088014
sub-0070	1055.0	1186.0	928.0	1250.0	690.0	2176.0	1308.0	1145.0	477.0	283.0	1765.0	1054.0	252.0	762.0	3228.0	4990.0	657.0	578.0	2440.0	1157.0	1662.0	2428.0	1036.0	1949.0	2183.0	1861.0	2066.0	1745.0	2071.0	1719.0	858.0	775.0	369.0	1394.0	529.0	516.0	2454.0	1773.0	188.0	197.0	781.0	1784.0	1308.0	2384.0	2255.0	776.0	380.0	1172.0	1292.0	1048.0	443.0	1736.0	1036.0	2086.0	106.0	2076.0	1192.0	1325.0	575.0	777.0	1779.0	299.0	647.0	1228.0	1737.0	1116.0	1851.0	1564.0	1036.0	727.0	849.0	1375.0	4598.0	281.0	98772.1	1292486.0	1755328.487204
sub-0071	1124.0	1353.0	937.0	1222.0	482.0	1767.0	746.0	856.0	475.0	190.0	1486.0	1000.0	265.0	932.0	3218.0	4818.0	420.0	535.0	1756.0	1246.0	1873.0	2122.0	888.0	1634.0	1953.0	1955.0	2005.0	1453.0	1426.0	1929.0	714.0	569.0	325.0	1347.0	524.0	828.0	1636.0	2122.0	229.0	355.0	756.0	1394.0	1283.0	1797.0	2218.0	744.0	372.0	999.0	1314.0	635.0	535.0	1604.0	968.0	1751.0	221.0	2506.0	769.0	1121.0	690.0	1051.0	1414.0	398.0	568.0	1016.0	1551.0	846.0	2081.0	809.0	960.0	515.0	752.0	1325.0	5023.0	314.0	91017.2	1249893.0	1634089.751352
sub-0072	992.0	968.0	793.0	1024.0	540.0	1560.0	995.0	848.0	324.0	190.0	1474.0	804.0	247.0	713.0	3185.0	5261.0	399.0	451.0	1161.0	922.0	1188.0	1614.0	1027.0	1625.0	1698.0	2090.0	2234.0	1345.0	1457.0	2104.0	657.0	605.0	291.0	1299.0	535.0	766.0	1920.0	1907.0	184.0	206.0	832.0	1178.0	1231.0	1627.0	1948.0	781.0	380.0	953.0	1089.0	795.0	349.0	1458.0	1112.0	1926.0	440.0	2629.0	497.0	842.0	494.0	601.0	1318.0	313.0	489.0	1195.0	1541.0	736.0	1926.0	1160.0	877.0	516.0	757.0	1554.0	4010.0	328.0	85487.3	1157016.0	1303487.747039
sub-0073	871.0	1152.0	1055.0	994.0	430.0	1514.0	708.0	800.0	254.0	197.0	1207.0	1090.0	266.0	868.0	3315.0	4403.0	458.0	433.0	1159.0	997.0	1064.0	1769.0	1032.0	1490.0	1347.0	1730.0	1976.0	1364.0	1772.0	1778.0	643.0	367.0	404.0	1221.0	396.0	702.0	1713.0	1510.0	220.0	223.0	819.0	1486.0	1000.0	1426.0	2273.0	679.0	275.0	924.0	1001.0	736.0	333.0	1654.0	1063.0	2090.0	325.0	2022.0	759.0	690.0	282.0	567.0	1284.0	276.0	507.0	923.0	1221.0	586.0	1875.0	1393.0	793.0	410.0	669.0	1192.0	3323.0	291.0	80034.3	1058891.0	1187048.694322
sub-0074	1243.0	1260.0	1278.0	1311.0	740.0	2446.0	1560.0	1381.0	719.0	316.0	1611.0	1008.0	531.0	880.0	5373.0	6362.0	535.0	641.0	2062.0	1227.0	1511.0	2834.0	942.0	2320.0	2683.0	3079.0	2468.0	2087.0	2343.0	2708.0	893.0	651.0	544.0	2121.0	704.0	891.0	2599.0	2662.0	313.0	147.0	832.0	1693.0	1370.0	2064.0	2473.0	968.0	558.0	1180.0	1422.0	873.0	441.0	2241.0	1665.0	2770.0	362.0	2092.0	967.0	1182.0	556.0	782.0	1907.0	461.0	653.0	1414.0	1725.0	1337.0	3449.0	1482.0	1175.0	664.0	1028.0	1618.0	6070.0	357.0	116817.0	1500430.0	1961809.725767
sub-0075	1043.0	1274.0	1094.0	1119.0	524.0	1723.0	922.0	923.0	549.0	242.0	1397.0	952.0	257.0	795.0	3053.0	6141.0	513.0	486.0	1916.0	1118.0	1414.0	2032.0	860.0	1843.0	2222.0	2285.0	2220.0	1440.0	1556.0	2356.0	796.0	671.0	487.0	1399.0	502.0	760.0	2208.0	2250.0	258.0	205.0	828.0	1676.0	1320.0	1775.0	1891.0	772.0	416.0	1038.0	1274.0	675.0	379.0	1528.0	1223.0	2311.0	241.0	2369.0	805.0	1123.0	598.0	753.0	1840.0	344.0	587.0	1007.0	1563.0	1005.0	2256.0	1063.0	945.0	478.0	1095.0	1255.0	4800.0	364.0	95404.9	1318890.0	1699569.476078
sub-0076	1037.0	1578.0	1072.0	1192.0	657.0	1990.0	1174.0	1208.0	590.0	262.0	1821.0	1086.0	290.0	955.0	3880.0	5395.0	647.0	630.0	2239.0	1167.0	1502.0	2740.0	1152.0	2073.0	2266.0	2439.0	2339.0	1551.0	1655.0	2509.0	825.0	874.0	422.0	1570.0	634.0	959.0	2611.0	2349.0	276.0	295.0	893.0	1890.0	1513.0	2113.0	2138.0	820.0	469.0	1058.0	1276.0	1028.0	446.0	2137.0	1037.0	2317.0	577.0	2568.0	1100.0	1004.0	497.0	799.0	1640.0	274.0	666.0	1233.0	2352.0	1582.0	2276.0	1429.0	809.0	628.0	1061.0	1751.0	5599.0	316.0	107205.0	1389071.0	1624560.177194
sub-0077	842.0	1152.0	836.0	931.0	443.0	1516.0	875.0	784.0	412.0	228.0	1311.0	958.0	243.0	597.0	2867.0	4967.0	403.0	467.0	1779.0	757.0	1049.0	2064.0	758.0	1486.0	1247.0	1899.0	1639.0	1213.0	1253.0	1896.0	681.0	323.0	306.0	1318.0	436.0	691.0	1361.0	1861.0	279.0	211.0	785.0	1361.0	954.0	2013.0	1746.0	708.0	327.0	915.0	1312.0	497.0	353.0	1462.0	711.0	1941.0	253.0	1874.0	705.0	594.0	622.0	540.0	1479.0	235.0	425.0	903.0	1315.0	750.0	1968.0	861.0	678.0	390.0	803.0	894.0	4398.0	252.0	79364.6	1031018.0	1438180.560507
sub-0078	1110.0	810.0	977.0	1052.0	577.0	1459.0	1084.0	1030.0	452.0	220.0	1554.0	1287.0	269.0	1079.0	3176.0	5862.0	509.0	492.0	1260.0	1140.0	970.0	2007.0	749.0	1806.0	1827.0	2271.0	2505.0	1411.0	1698.0	1847.0	684.0	148.0	276.0	1411.0	536.0	877.0	2446.0	2133.0	262.0	284.0	756.0	1348.0	1251.0	1927.0	1867.0	806.0	425.0	888.0	1287.0	858.0	326.0	1925.0	987.0	1914.0	374.0	2882.0	617.0	1209.0	622.0	719.0	1482.0	276.0	431.0	1110.0	1702.0	793.0	2029.0	1069.0	1155.0	556.0	678.0	1436.0	3760.0	389.0	91403.1	1163738.0	1405179.745512
sub-0079	927.0	1288.0	1202.0	1042.0	574.0	1963.0	1088.0	843.0	431.0	203.0	2034.0	997.0	417.0	916.0	3509.0	5764.0	503.0	658.0	1954.0	1255.0	1411.0	2879.0	818.0	2013.0	1840.0	2384.0	2084.0	1873.0	1706.0	2069.0	755.0	547.0	546.0	1796.0	536.0	898.0	1298.0	1860.0	319.0	217.0	881.0	1739.0	1384.0	2536.0	2196.0	799.0	561.0	1052.0	1270.0	541.0	422.0	1602.0	1572.0	3561.0	148.0	1789.0	1050.0	1184.0	661.0	627.0	1729.0	323.0	597.0	1035.0	1744.0	1078.0	2224.0	1126.0	1019.0	472.0	811.0	1128.0	4674.0	434.0	99381.7	1237550.0	1670680.937755
sub-0080	885.0	1165.0	1003.0	1072.0	488.0	1752.0	986.0	1057.0	542.0	167.0	1316.0	905.0	330.0	824.0	2966.0	4600.0	474.0	416.0	1594.0	985.0	1260.0	1784.0	1180.0	1576.0	1596.0	2510.0	1816.0	1478.0	1729.0	1670.0	679.0	459.0	345.0	1313.0	542.0	697.0	2032.0	2032.0	150.0	178.0	754.0	1206.0	1319.0	1328.0	2057.0	850.0	330.0	962.0	1250.0	974.0	309.0	1507.0	954.0	2000.0	355.0	1780.0	837.0	963.0	554.0	632.0	1614.0	391.0	508.0	1003.0	1651.0	972.0	1896.0	1250.0	727.0	511.0	690.0	1253.0	4706.0	321.0	86963.6	1152858.0	1245058.25468
sub-0081	1199.0	1600.0	933.0	1492.0	674.0	2194.0	1076.0	1082.0	557.0	274.0	1514.0	1094.0	286.0	970.0	4204.0	6600.0	622.0	615.0	1726.0	1229.0	1691.0	2257.0	1237.0	2054.0	2236.0	2582.0	2755.0	1590.0	1820.0	2665.0	933.0	750.0	522.0	1905.0	798.0	992.0	1805.0	2746.0	319.0	278.0	994.0	1794.0	1251.0	2296.0	2282.0	653.0	398.0	1089.0	1344.0	698.0	447.0	2087.0	1308.0	2524.0	198.0	2784.0	913.0	974.0	816.0	827.0	1833.0	361.0	672.0	1152.0	1705.0	1009.0	2310.0	1325.0	868.0	633.0	805.0	1647.0	6287.0	385.0	108548.0	1429029.0	1813905.93453
sub-0082	1180.0	1051.0	1140.0	847.0	601.0	1631.0	993.0	969.0	401.0	218.0	1438.0	1040.0	326.0	710.0	3584.0	5827.0	481.0	489.0	1308.0	1215.0	1211.0	1814.0	1027.0	1797.0	1739.0	1748.0	2228.0	1418.0	1378.0	1998.0	667.0	561.0	293.0	1290.0	520.0	807.0	1822.0	1642.0	270.0	303.0	688.0	1534.0	1119.0	1815.0	1935.0	856.0	366.0	892.0	1076.0	769.0	339.0	1823.0	1203.0	1986.0	500.0	2198.0	671.0	827.0	556.0	585.0	1483.0	325.0	589.0	1306.0	1421.0	766.0	2110.0	1170.0	763.0	509.0	624.0	1214.0	3656.0	178.0	87829.4	1204055.0	1664552.018743
sub-0083	757.0	1111.0	1016.0	1266.0	426.0	1692.0	1179.0	1213.0	510.0	157.0	1537.0	1160.0	339.0	1152.0	3436.0	5437.0	544.0	520.0	1580.0	1103.0	1253.0	2513.0	1096.0	2051.0	1940.0	2443.0	2514.0	1652.0	1695.0	2056.0	876.0	270.0	339.0	1357.0	555.0	800.0	2222.0	2124.0	258.0	311.0	878.0	1557.0	1177.0	1530.0	1928.0	921.0	344.0	1045.0	1361.0	646.0	537.0	1835.0	1066.0	2494.0	161.0	2666.0	887.0	1022.0	604.0	810.0	1931.0	363.0	603.0	1225.0	1403.0	960.0	2277.0	952.0	1126.0	589.0	638.0	1274.0	5151.0	275.0	96696.4	1263837.0	1642311.48061
sub-0084	1121.0	1405.0	1084.0	1043.0	643.0	2063.0	1059.0	1083.0	495.0	247.0	1627.0	1171.0	304.0	1005.0	3586.0	4818.0	469.0	513.0	1884.0	1145.0	1277.0	2499.0	704.0	1786.0	1597.0	1892.0	2063.0	1628.0	1645.0	1973.0	815.0	497.0	343.0	1517.0	420.0	907.0	1714.0	1580.0	275.0	337.0	795.0	1412.0	1117.0	2499.0	2079.0	738.0	379.0	1103.0	1129.0	740.0	542.0	2104.0	1213.0	1901.0	262.0	1758.0	906.0	1105.0	559.0	536.0	1524.0	301.0	534.0	1148.0	1845.0	941.0	2350.0	1375.0	888.0	435.0	847.0	1224.0	4543.0	293.0	93359.9	1251650.0	1375169.673746
sub-0085	736.0	864.0	820.0	720.0	486.0	1386.0	747.0	800.0	355.0	191.0	1373.0	844.0	270.0	903.0	2841.0	3864.0	348.0	386.0	1271.0	865.0	998.0	2125.0	887.0	1414.0	1362.0	1708.0	1438.0	1018.0	1207.0	1402.0	683.0	385.0	220.0	1142.0	430.0	809.0	1539.0	1537.0	247.0	225.0	629.0	1265.0	1015.0	1835.0	1563.0	574.0	403.0	794.0	1048.0	675.0	352.0	1654.0	868.0	1535.0	192.0	1647.0	614.0	766.0	340.0	539.0	1367.0	279.0	443.0	927.0	1314.0	737.0	1449.0	1026.0	737.0	474.0	610.0	881.0	3226.0	220.0	72844.5	962921.0	1025878.102196
sub-0086	951.0	1514.0	1106.0	1208.0	542.0	1771.0	1145.0	963.0	480.0	195.0	1484.0	1084.0	298.0	1262.0	3694.0	6246.0	554.0	584.0	1919.0	957.0	1476.0	2052.0	1236.0	1865.0	2006.0	2110.0	1821.0	1373.0	1595.0	1734.0	695.0	615.0	331.0	1462.0	543.0	945.0	1856.0	2091.0	210.0	392.0	904.0	1518.0	1213.0	1668.0	2002.0	855.0	447.0	979.0	1400.0	797.0	546.0	1911.0	1030.0	2458.0	320.0	2145.0	708.0	956.0	943.0	629.0	1597.0	327.0	513.0	1036.0	1746.0	946.0	2532.0	1207.0	930.0	550.0	551.0	1004.0	5054.0	376.0	96161.5	1277219.0	1557559.838422
sub-0087	860.0	1382.0	991.0	1216.0	460.0	1781.0	988.0	926.0	464.0	220.0	1357.0	1031.0	300.0	934.0	3369.0	4624.0	725.0	521.0	1380.0	830.0	1753.0	1686.0	1071.0	1687.0	1538.0	2349.0	1801.0	1237.0	1204.0	1970.0	798.0	88.0	489.0	1432.0	480.0	509.0	1600.0	1664.0	267.0	200.0	732.0	1283.0	1151.0	1977.0	1709.0	787.0	378.0	1084.0	1054.0	913.0	322.0	1945.0	943.0	1706.0	149.0	2082.0	591.0	592.0	588.0	649.0	1371.0	308.0	581.0	994.0	1661.0	804.0	2152.0	1070.0	759.0	411.0	914.0	911.0	4338.0	377.0	85470.3	1135006.0	1199212.396541
sub-0088	1163.0	1084.0	1137.0	1305.0	679.0	2184.0	1083.0	985.0	591.0	217.0	1914.0	1228.0	281.0	891.0	4592.0	6170.0	624.0	732.0	1776.0	1260.0	1249.0	2486.0	1170.0	2260.0	2246.0	2359.0	2579.0	1784.0	1778.0	2414.0	873.0	557.0	475.0	1953.0	742.0	796.0	2398.0	2697.0	192.0	309.0	918.0	1481.0	1364.0	1795.0	2123.0	947.0	431.0	1123.0	1486.0	919.0	449.0	1768.0	1317.0	2869.0	588.0	2287.0	761.0	1229.0	690.0	753.0	1582.0	398.0	593.0	1436.0	1988.0	888.0	2595.0	1389.0	844.0	579.0	1181.0	1751.0	4978.0	332.0	107042.0	1367947.0	1749974.361296
sub-0089	809.0	996.0	1000.0	1027.0	568.0	1700.0	1142.0	964.0	431.0	169.0	1572.0	899.0	279.0	768.0	3523.0	5107.0	412.0	415.0	1442.0	994.0	1307.0	2102.0	977.0	1783.0	1662.0	2083.0	2198.0	1438.0	1763.0	1792.0	789.0	533.0	304.0	1308.0	461.0	659.0	2035.0	1819.0	261.0	222.0	731.0	1381.0	1099.0	2407.0	2007.0	701.0	348.0	968.0	1087.0	765.0	326.0	1771.0	1359.0	1923.0	315.0	2158.0	765.0	857.0	539.0	775.0	1497.0	325.0	503.0	1115.0	1599.0	1102.0	1984.0	1194.0	904.0	543.0	589.0	1419.0	3997.0	261.0	89030.0	1109753.0	1266847.45001
sub-0090	859.0	846.0	965.0	1029.0	679.0	1450.0	887.0	901.0	528.0	140.0	1314.0	1072.0	293.0	862.0	3374.0	4987.0	466.0	519.0	1251.0	1003.0	1171.0	1805.0	1058.0	1759.0	2155.0	2115.0	2129.0	1677.0	1736.0	1680.0	673.0	473.0	325.0	1485.0	475.0	635.0	2222.0	1891.0	174.0	234.0	775.0	1254.0	1163.0	1303.0	2204.0	618.0	330.0	877.0	1211.0	874.0	291.0	1338.0	854.0	1758.0	323.0	2187.0	626.0	950.0	585.0	656.0	1417.0	293.0	512.0	1126.0	1492.0	760.0	1829.0	1113.0	958.0	511.0	959.0	1278.0	4410.0	312.0	86443.2	1083879.0	1379263.516306
sub-0091	1004.0	986.0	1148.0	1275.0	707.0	1874.0	1182.0	924.0	659.0	218.0	1775.0	1046.0	410.0	1081.0	3497.0	6325.0	609.0	674.0	1699.0	965.0	1551.0	2036.0	607.0	1610.0	1914.0	2020.0	2135.0	1644.0	1961.0	1862.0	781.0	292.0	270.0	1656.0	422.0	974.0	2155.0	1988.0	222.0	363.0	861.0	1648.0	1422.0	2249.0	2514.0	804.0	386.0	1051.0	1688.0	697.0	379.0	1434.0	1113.0	2137.0	252.0	2269.0	819.0	915.0	583.0	697.0	1571.0	405.0	607.0	937.0	1762.0	828.0	2344.0	1375.0	1021.0	622.0	915.0	1711.0	4435.0	221.0	97193.6	1197099.0	1582574.563044
sub-0092	1095.0	1369.0	994.0	1228.0	610.0	2015.0	833.0	955.0	385.0	217.0	1609.0	1191.0	282.0	816.0	3330.0	6082.0	584.0	591.0	1790.0	928.0	1356.0	2257.0	771.0	1953.0	2245.0	2077.0	1950.0	1490.0	1664.0	2081.0	680.0	373.0	533.0	1674.0	436.0	702.0	1934.0	1979.0	220.0	213.0	894.0	1630.0	1097.0	1813.0	2023.0	817.0	464.0	1146.0	1386.0	540.0	393.0	1576.0	1248.0	2374.0	231.0	2349.0	1065.0	946.0	420.0	799.0	1439.0	385.0	539.0	1218.0	1744.0	792.0	1851.0	1191.0	896.0	539.0	936.0	1372.0	4949.0	285.0	94839.2	1297126.0	1766651.713107
sub-0093	825.0	1058.0	938.0	959.0	497.0	1470.0	798.0	824.0	478.0	188.0	1508.0	1083.0	235.0	748.0	3115.0	4562.0	422.0	411.0	1788.0	1000.0	1013.0	2059.0	826.0	1558.0	2002.0	1425.0	2018.0	1439.0	1554.0	2224.0	694.0	227.0	283.0	1245.0	551.0	559.0	1783.0	2034.0	200.0	333.0	656.0	1474.0	1140.0	1588.0	2132.0	714.0	404.0	1011.0	1144.0	642.0	468.0	1522.0	1000.0	2207.0	31.0	2205.0	500.0	1223.0	720.0	809.0	1383.0	239.0	513.0	991.0	1408.0	719.0	1723.0	1162.0	850.0	482.0	842.0	1248.0	4599.0	241.0	84920.5	1087119.0	1460791.342004
sub-0094	935.0	1315.0	981.0	846.0	469.0	1413.0	785.0	882.0	384.0	214.0	1399.0	800.0	355.0	793.0	3408.0	4905.0	484.0	556.0	1330.0	890.0	1186.0	2281.0	760.0	1651.0	1862.0	1930.0	1803.0	1576.0	1587.0	1832.0	640.0	274.0	327.0	1286.0	443.0	632.0	1653.0	1654.0	182.0	237.0	732.0	1395.0	1055.0	1760.0	2057.0	714.0	385.0	886.0	1022.0	594.0	483.0	1586.0	980.0	2060.0	590.0	2196.0	781.0	929.0	671.0	607.0	1487.0	168.0	512.0	1010.0	1577.0	934.0	1898.0	1001.0	937.0	550.0	823.0	1210.0	4287.0	288.0	85109.7	1090472.0	1225095.466245
sub-0095	868.0	1481.0	1075.0	994.0	455.0	1614.0	966.0	1044.0	471.0	236.0	1562.0	1074.0	409.0	776.0	3517.0	5080.0	486.0	552.0	1719.0	1200.0	1562.0	2338.0	898.0	1490.0	1721.0	2114.0	1879.0	1411.0	1494.0	1629.0	655.0	452.0	254.0	1370.0	517.0	463.0	1712.0	1885.0	224.0	217.0	620.0	1410.0	1171.0	2045.0	1992.0	720.0	356.0	991.0	1212.0	699.0	460.0	1735.0	999.0	2268.0	161.0	1945.0	883.0	1113.0	517.0	740.0	1528.0	244.0	540.0	1036.0	1769.0	1026.0	2228.0	1052.0	1015.0	514.0	728.0	1156.0	3811.0	261.0	88807.2	1176761.0	1393838.718019
sub-0096	932.0	1082.0	866.0	975.0	512.0	1301.0	769.0	799.0	415.0	213.0	1304.0	964.0	251.0	850.0	3164.0	4469.0	448.0	406.0	1385.0	851.0	1127.0	1800.0	1036.0	1756.0	1830.0	1530.0	1902.0	1435.0	1577.0	1723.0	666.0	310.0	292.0	1329.0	500.0	547.0	1481.0	1827.0	225.0	255.0	680.0	1202.0	1137.0	1588.0	2165.0	599.0	387.0	898.0	1105.0	681.0	305.0	1459.0	1185.0	2105.0	226.0	2092.0	732.0	965.0	477.0	767.0	1377.0	258.0	460.0	1009.0	1382.0	835.0	1923.0	1222.0	866.0	606.0	723.0	954.0	4616.0	223.0	82309.8	1103258.0	1267541.963561
sub-0097	881.0	1212.0	913.0	932.0	651.0	1476.0	985.0	1010.0	461.0	192.0	1548.0	886.0	291.0	861.0	2776.0	4880.0	459.0	553.0	1424.0	1171.0	1341.0	1868.0	702.0	1542.0	1523.0	2113.0	2228.0	1471.0	1590.0	1343.0	724.0	352.0	292.0	1193.0	470.0	626.0	1600.0	1870.0	262.0	161.0	778.0	1526.0	1077.0	1677.0	2016.0	842.0	352.0	830.0	1119.0	646.0	405.0	1472.0	1205.0	1939.0	166.0	2281.0	880.0	904.0	478.0	709.0	1442.0	326.0	461.0	889.0	1555.0	743.0	2006.0	1087.0	958.0	419.0	631.0	994.0	4091.0	327.0	84063.2	1105184.0	1291641.31448
