lh.aparc.a2009s.area	lh_G&S_frontomargin_area	lh_G&S_occipital_inf_area	lh_G&S_paracentral_area	lh_G&S_subcentral_area	lh_G&S_transv_frontopol_area	lh_G&S_cingul-Ant_area	lh_G&S_cingul-Mid-Ant_area	lh_G&S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg&S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet&P_trans_area	lh_S_oc_middle&Lunatus_area	lh_S_oc_sup&transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med&Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0203	745.0	1030.0	892.0	923.0	404.0	1317.0	670.0	808.0	343.0	163.0	1319.0	854.0	209.0	799.0	2779.0	4586.0	405.0	496.0	1381.0	946.0	1306.0	1966.0	977.0	1343.0	1720.0	1773.0	1798.0	1413.0	1406.0	1563.0	617.0	211.0	426.0	1143.0	484.0	578.0	2141.0	1424.0	205.0	319.0	773.0	1460.0	1169.0	1445.0	1913.0	781.0	343.0	855.0	1046.0	759.0	347.0	1452.0	877.0	1930.0	112.0	2203.0	649.0	955.0	647.0	634.0	1678.0	215.0	405.0	758.0	1233.0	695.0	1852.0	1076.0	854.0	408.0	638.0	1173.0	3498.0	364.0	79082.0	1053666.0	1041570.907857
sub-0204	1068.0	1432.0	1140.0	1099.0	638.0	1635.0	1068.0	978.0	475.0	224.0	1621.0	1149.0	322.0	951.0	3436.0	5478.0	590.0	587.0	1701.0	919.0	1475.0	2382.0	837.0	1813.0	2026.0	2022.0	2038.0	1396.0	1650.0	2199.0	633.0	322.0	314.0	1628.0	480.0	755.0	2400.0	2163.0	220.0	266.0	789.0	1905.0	1088.0	1983.0	2133.0	722.0	331.0	1062.0	1321.0	687.0	518.0	1860.0	1260.0	1978.0	281.0	2470.0	1075.0	1152.0	665.0	934.0	1836.0	286.0	539.0	1134.0	1395.0	822.0	2012.0	1254.0	799.0	600.0	959.0	1573.0	5259.0	181.0	96395.2	1237737.0	1446981.337919
sub-0205	853.0	866.0	876.0	860.0	482.0	1515.0	845.0	824.0	413.0	147.0	1008.0	827.0	284.0	788.0	2713.0	3836.0	518.0	489.0	1231.0	792.0	1096.0	1512.0	853.0	1481.0	1976.0	2386.0	2192.0	1330.0	1446.0	1864.0	617.0	427.0	272.0	1082.0	519.0	712.0	1351.0	1761.0	249.0	251.0	741.0	900.0	1054.0	1328.0	1694.0	683.0	331.0	804.0	1072.0	752.0	256.0	1472.0	970.0	1745.0	347.0	2568.0	629.0	765.0	448.0	520.0	1054.0	228.0	509.0	863.0	1318.0	632.0	2185.0	953.0	776.0	517.0	698.0	1194.0	4380.0	260.0	78189.4	1084128.0	1209532.464622
sub-0206	1050.0	1336.0	960.0	1134.0	597.0	1875.0	1090.0	1102.0	506.0	251.0	1260.0	1585.0	275.0	974.0	3425.0	5603.0	437.0	576.0	1557.0	821.0	1430.0	1937.0	924.0	1856.0	2085.0	2186.0	1517.0	1577.0	1605.0	1750.0	648.0	634.0	286.0	1372.0	521.0	745.0	1727.0	2084.0	184.0	321.0	728.0	1355.0	1103.0	2046.0	1842.0	668.0	335.0	948.0	1373.0	906.0	275.0	2206.0	1153.0	2153.0	392.0	1592.0	774.0	952.0	489.0	605.0	1344.0	441.0	601.0	1083.0	1372.0	1025.0	2189.0	1004.0	839.0	555.0	753.0	1349.0	4580.0	357.0	91191.5	1163249.0	1381212.6498
sub-0207	800.0	1117.0	1003.0	1048.0	582.0	1729.0	941.0	905.0	439.0	173.0	1497.0	908.0	276.0	795.0	3232.0	5088.0	474.0	418.0	1575.0	938.0	1401.0	1899.0	1033.0	1684.0	2025.0	1870.0	1911.0	1516.0	1553.0	1700.0	643.0	535.0	374.0	1270.0	517.0	602.0	1988.0	1815.0	260.0	257.0	693.0	1317.0	1270.0	1629.0	1928.0	794.0	307.0	961.0	1135.0	1097.0	414.0	1706.0	860.0	2151.0	181.0	2447.0	630.0	985.0	489.0	774.0	1396.0	214.0	507.0	1007.0	2146.0	724.0	1720.0	1246.0	863.0	449.0	597.0	1143.0	3927.0	264.0	86758.2	1129949.0	1220692.410509
sub-0208	1117.0	1157.0	1110.0	1204.0	597.0	1843.0	935.0	1196.0	352.0	171.0	1259.0	868.0	260.0	670.0	3248.0	5345.0	525.0	496.0	1972.0	890.0	1093.0	1601.0	1189.0	1986.0	1919.0	2313.0	2301.0	1750.0	1897.0	1745.0	772.0	574.0	313.0	1457.0	596.0	680.0	2370.0	2607.0	156.0	233.0	800.0	1416.0	1144.0	1438.0	2447.0	946.0	401.0	957.0	1180.0	1013.0	327.0	1664.0	1125.0	2470.0	277.0	1980.0	1083.0	833.0	677.0	658.0	1500.0	260.0	589.0	1272.0	1457.0	876.0	2640.0	1234.0	999.0	554.0	634.0	1524.0	4812.0	201.0	94152.3	1211414.0	1447359.780846
sub-0209	744.0	963.0	921.0	1026.0	555.0	1234.0	983.0	927.0	465.0	125.0	1225.0	852.0	183.0	707.0	2895.0	5159.0	417.0	434.0	1356.0	789.0	1222.0	1893.0	670.0	1533.0	1656.0	1957.0	1625.0	1490.0	1507.0	1837.0	590.0	141.0	266.0	1250.0	494.0	681.0	2141.0	1872.0	209.0	200.0	711.0	1149.0	1102.0	1697.0	2061.0	685.0	376.0	908.0	983.0	549.0	361.0	1404.0	824.0	1946.0	386.0	1874.0	609.0	975.0	590.0	669.0	1251.0	250.0	526.0	961.0	1185.0	575.0	1862.0	1204.0	982.0	488.0	690.0	1127.0	4358.0	200.0	80715.1	1054415.0	1170960.651366
sub-0210	973.0	948.0	1119.0	949.0	642.0	1448.0	778.0	938.0	554.0	216.0	1257.0	1124.0	280.0	815.0	2961.0	4937.0	460.0	437.0	1511.0	905.0	987.0	1759.0	1056.0	1713.0	1671.0	1614.0	1933.0	1985.0	1355.0	1776.0	602.0	503.0	282.0	1175.0	451.0	480.0	2175.0	1844.0	262.0	240.0	621.0	1322.0	1121.0	1643.0	2008.0	661.0	374.0	929.0	1145.0	879.0	399.0	1885.0	932.0	1695.0	111.0	1776.0	700.0	841.0	564.0	609.0	1263.0	193.0	405.0	1056.0	1363.0	926.0	2160.0	1253.0	756.0	559.0	829.0	1387.0	3940.0	183.0	83605.5	1100164.0	1216146.373715
sub-0211	808.0	1106.0	991.0	920.0	647.0	1621.0	933.0	1000.0	378.0	170.0	1377.0	985.0	364.0	1032.0	3231.0	4235.0	424.0	550.0	1526.0	939.0	1166.0	1479.0	842.0	1728.0	1397.0	2226.0	2026.0	1301.0	1707.0	2027.0	667.0	209.0	466.0	1295.0	609.0	656.0	1971.0	1444.0	304.0	169.0	871.0	1349.0	1166.0	1314.0	1956.0	816.0	374.0	979.0	1143.0	724.0	298.0	1412.0	1430.0	2104.0	182.0	2550.0	722.0	879.0	546.0	560.0	1494.0	268.0	446.0	1073.0	1317.0	883.0	1618.0	1358.0	1112.0	534.0	940.0	946.0	3800.0	253.0	84344.2	1093112.0	1404315.885957
sub-0212	982.0	895.0	961.0	904.0	501.0	1395.0	854.0	832.0	247.0	198.0	1258.0	797.0	237.0	580.0	2940.0	4450.0	421.0	489.0	1168.0	770.0	1233.0	1923.0	977.0	1501.0	1606.0	1606.0	1922.0	1431.0	1656.0	1436.0	670.0	477.0	298.0	1193.0	410.0	875.0	1239.0	1233.0	162.0	163.0	637.0	1335.0	970.0	1498.0	2418.0	643.0	298.0	945.0	1128.0	753.0	362.0	1319.0	980.0	1716.0	217.0	1971.0	737.0	689.0	389.0	506.0	1252.0	198.0	458.0	1005.0	1450.0	577.0	1606.0	913.0	695.0	507.0	470.0	759.0	3095.0	307.0	75694.4	1000914.0	1190722.360776
sub-0213	846.0	1673.0	973.0	1364.0	737.0	1995.0	1131.0	892.0	505.0	176.0	1638.0	1253.0	266.0	926.0	4128.0	5926.0	479.0	483.0	1709.0	973.0	1633.0	2622.0	1067.0	1715.0	1928.0	3013.0	2197.0	1728.0	1796.0	1773.0	813.0	256.0	349.0	1653.0	600.0	1017.0	1942.0	2580.0	246.0	198.0	973.0	1748.0	1280.0	2036.0	2150.0	908.0	326.0	973.0	1113.0	917.0	407.0	1970.0	1144.0	2660.0	348.0	2404.0	1013.0	1117.0	825.0	806.0	1606.0	312.0	454.0	934.0	1563.0	865.0	2719.0	1260.0	950.0	508.0	979.0	1593.0	4924.0	274.0	101257.0	1331382.0	1694139.422312
sub-0214	821.0	1202.0	862.0	1184.0	659.0	1343.0	766.0	904.0	423.0	231.0	1382.0	977.0	297.0	864.0	3392.0	5491.0	468.0	467.0	1404.0	982.0	1650.0	1963.0	976.0	1710.0	1774.0	2355.0	2270.0	1727.0	1899.0	1956.0	515.0	329.0	274.0	1674.0	493.0	917.0	1957.0	2227.0	278.0	365.0	792.0	1502.0	1435.0	1838.0	2037.0	667.0	384.0	861.0	1357.0	768.0	380.0	1456.0	1125.0	2126.0	196.0	2040.0	879.0	798.0	559.0	690.0	1457.0	280.0	328.0	940.0	1801.0	797.0	2428.0	1622.0	780.0	456.0	846.0	1093.0	4199.0	272.0	90614.0	1238617.0	1571735.586718
sub-0215	549.0	1162.0	940.0	912.0	421.0	1224.0	665.0	675.0	252.0	163.0	1048.0	713.0	273.0	621.0	2183.0	4075.0	414.0	355.0	1471.0	777.0	1051.0	1787.0	965.0	1310.0	1558.0	1567.0	1715.0	1166.0	1135.0	1495.0	560.0	226.0	347.0	1116.0	313.0	478.0	1314.0	1264.0	169.0	170.0	667.0	1359.0	977.0	1305.0	1558.0	564.0	256.0	736.0	940.0	515.0	260.0	1215.0	656.0	1438.0	200.0	1988.0	817.0	685.0	411.0	576.0	1468.0	235.0	281.0	811.0	1245.0	471.0	1919.0	926.0	591.0	332.0	420.0	687.0	3194.0	198.0	68500.0	947249.0	1203225.534668
sub-0216	962.0	1053.0	1044.0	1062.0	591.0	1736.0	995.0	977.0	446.0	176.0	1623.0	971.0	281.0	729.0	2943.0	4607.0	484.0	527.0	1468.0	1103.0	1263.0	1994.0	777.0	1733.0	2137.0	1783.0	2264.0	1486.0	1733.0	1981.0	814.0	469.0	308.0	1393.0	580.0	701.0	2163.0	1533.0	210.0	142.0	802.0	1271.0	972.0	1785.0	2133.0	727.0	392.0	987.0	1204.0	565.0	324.0	1562.0	882.0	1783.0	164.0	2232.0	742.0	1021.0	630.0	752.0	1406.0	194.0	531.0	942.0	1339.0	1004.0	1910.0	1394.0	826.0	495.0	1042.0	821.0	4460.0	244.0	86781.4	1097996.0	1187253.773448
